SIC_CODE_ID,SIC_CODE,SIC_DESC
3944,3944,"GAMES, TOYS, AND CHILDREN'S VEHICLES"
3949,3949,"SPORTING AND ATHLETIC GOODS, NEC"
3951,3951,PENS AND MECHANICAL PENCILS
3952,3952,LEAD PENCILS AND ART GOODS
3953,3953,MARKING DEVICES
3955,3955,CARBON PAPER AND INKED RIBBONS
3961,3961,COSTUME JEWELRY
3965,3965,"FASTENERS, BUTTONS, NEEDLES, AND PINS"
3991,3991,BROOMS AND BRUSHES
3993,3993,SIGNS AND ADVERTISING SPECIALTIES
3995,3995,BURIAL CASKETS
3996,3996,"HARD SURFACE FLOOR COVERINGS, NEC"
3999,3999,"MANUFACTURING INDUSTRIES, NEC"
4011,4011,"RAILROADS, LINE-HAUL OPERATING"
4013,4013,SWITCHING AND TERMINAL SERVICES
4111,4111,LOCAL AND SUBURBAN TRANSIT
4119,4119,"LOCAL PASSENGER TRANSPORTATION, NEC"
4121,4121,TAXICABS
4131,4131,INTERCITY AND RURAL BUS TRANSPORTATION
4141,4141,LOCAL BUS CHARTER SERVICE
4142,4142,"BUS CHARTER SERVICE, EXCEPT LOCAL"
4151,4151,SCHOOL BUSES
4173,4173,BUS TERMINAL AND SERVICE FACILITIES
4212,4212,"LOCAL TRUCKING, WITHOUT STORAGE"
4213,4213,"TRUCKING, EXCEPT LOCAL"
4214,4214,LOCAL TRUCKING WITH STORAGE
4215,4215,"COURIER SERVICES, EXCEPT BY AIR"
4221,4221,FARM PRODUCT WAREHOUSING AND STORAGE
4222,4222,REFRIGERATED WAREHOUSING AND STORAGE
4225,4225,GENERAL WAREHOUSING AND STORAGE
4226,4226,"SPECIAL WAREHOUSING AND STORAGE, NEC"
4231,4231,TRUCKING TERMINAL FACILITIES
4311,4311,U.S. POSTAL SERVICE
4412,4412,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT
4424,4424,DEEP SEA DOMESTIC TRANSPORTATION OF FREIGHT
4432,4432,FREIGHT TRANSPORTATION ON THE GREAT LAKES
4449,4449,WATER TRANSPORTATION OF FREIGHT
4481,4481,"DEEP SEA PASSENGER TRANSPORTATION, EXCEPT FERRY"
4482,4482,FERRIES
4489,4489,WATER PASSENGER TRANSPORTATION
4491,4491,MARINE CARGO HANDLING
4492,4492,TOWING AND TUGBOAT SERVICE
4493,4493,MARINAS
4499,4499,"WATER TRANSPORTATION SERVICES, NEC"
4512,4512,"AIR TRANSPORTATION, SCHEDULED"
4513,4513,AIR COURIER SERVICES
4522,4522,"AIR TRANSPORTATION, NONSCHEDULED"
4581,4581,"AIRPORTS, FLYING FIELDS, AND SERVICES"
4612,4612,CRUDE PETROLEUM PIPELINES
4613,4613,REFINED PETROLEUM PIPELINES
4619,4619,"PIPELINES, NEC"
4724,4724,TRAVEL AGENCIES
4725,4725,TOUR OPERATORS
4729,4729,PASSENGER TRANSPORTATION ARRANGEMENT
4731,4731,FREIGHT TRANSPORTATION ARRANGEMENT
4741,4741,RENTAL OF RAILROAD CARS
4783,4783,PACKING AND CRATING
4785,4785,INSPECTION AND FIXED FACILITIES
4789,4789,"TRANSPORTATION SERVICES, NEC"
4812,4812,RADIOTELEPHONE COMMUNICATION
4813,4813,"TELEPHONE COMMUNICATION, EXCEPT RADIO"
4822,4822,TELEGRAPH AND OTHER COMMUNICATIONS
4832,4832,RADIO BROADCASTING STATIONS
4833,4833,TELEVISION BROADCASTING STATIONS
4841,4841,CABLE AND OTHER PAY TELEVISION SERVICES
4899,4899,"COMMUNICATION SERVICES, NEC"
4911,4911,ELECTRIC SERVICES
4922,4922,NATURAL GAS TRANSMISSION
4923,4923,GAS TRANSMISSION AND DISTRIBUTION
4924,4924,NATURAL GAS DISTRIBUTION
4925,4925,GAS PRODUCTION AND/OR DISTRIBUTION
4931,4931,ELECTRIC AND OTHER SERVICES COMBINED
4932,4932,GAS AND OTHER SERVICES COMBINED
4939,4939,"COMBINATION UTILITIES, NEC"
4941,4941,WATER SUPPLY
4952,4952,SEWERAGE SYSTEMS
4953,4953,REFUSE SYSTEMS
4959,4959,"SANITARY SERVICES, NEC"
4961,4961,STEAM AND AIR-CONDITIONING SUPPLY
4971,4971,IRRIGATION SYSTEMS
5012,5012,AUTOMOBILES AND OTHER MOTOR VEHICLES
5013,5013,MOTOR VEHICLE SUPPLIES AND NEW PARTS
5014,5014,TIRES AND TUBES
5015,5015,"MOTOR VEHICLE PARTS, USED"
5021,5021,FURNITURE
5023,5023,HOMEFURNISHINGS
5031,5031,"LUMBER, PLYWOOD, AND MILLWORK"
5032,5032,"BRICK, STONE, AND RELATED MATERIAL"
5033,5033,"ROOFING, SIDING, AND INSULATION"
5039,5039,"CONSTRUCTION MATERIALS, NEC"
5043,5043,PHOTOGRAPHIC EQUIPMENT AND SUPPLIES
5044,5044,OFFICE EQUIPMENT
5045,5045,"COMPUTERS, PERIPHERALS, AND SOFTWARE"
5046,5046,"COMMERCIAL EQUIPMENT, NEC"
5047,5047,MEDICAL AND HOSPITAL EQUIPMENT
5048,5048,OPHTHALMIC GOODS
5049,5049,"PROFESSIONAL EQUIPMENT, NEC"
5051,5051,METALS SERVICE CENTERS AND OFFICES
5052,5052,COAL AND OTHER MINERALS AND ORES
5063,5063,ELECTRICAL APPARATUS AND EQUIPMENT
5064,5064,"ELECTRICAL APPLIANCES, TELEVISION AND RADIO"
5065,5065,"ELECTRONIC PARTS AND EQUIPMENT, NEC"
5072,5072,HARDWARE
5074,5074,PLUMBING AND HYDRONIC HEATING SUPPLIES
5075,5075,WARM AIR HEATING AND AIR CONDITIONING
5078,5078,REFRIGERATION EQUIPMENT AND SUPPLIES
5082,5082,CONSTRUCTION AND MINING MACHINERY
5083,5083,FARM AND GARDEN MACHINERY
5084,5084,INDUSTRIAL MACHINERY AND EQUIPMENT
5085,5085,INDUSTRIAL SUPPLIES
5087,5087,SERVICE ESTABLISHMENT EQUIPMENT
5088,5088,TRANSPORTATION EQUIPMENT AND SUPPLIES
5091,5091,SPORTING AND RECREATION GOODS
5092,5092,TOYS AND HOBBY GOODS AND SUPPLIES
5093,5093,SCRAP AND WASTE MATERIALS
5094,5094,JEWELRY AND PRECIOUS STONES
5099,5099,"DURABLE GOODS, NEC"
5111,5111,PRINTING AND WRITING PAPER
5112,5112,STATIONERY AND OFFICE SUPPLIES
5113,5113,INDUSTRIAL AND PERSONAL SERVICE PAPER
5122,5122,"DRUGS, PROPRIETARIES, AND SUNDRIES"
5131,5131,PIECE GOODS AND NOTIONS
5136,5136,MEN'S AND BOY'S CLOTHING
5137,5137,WOMEN'S AND CHILDREN'S CLOTHING
5139,5139,FOOTWEAR
5141,5141,"GROCERIES, GENERAL LINE"
5142,5142,PACKAGED FROZEN GOODS
5143,5143,"DAIRY PRODUCTS, EXCEPT DRIED OR CANNED"
5144,5144,POULTRY AND POULTRY PRODUCTS
5145,5145,CONFECTIONERY
5146,5146,FISH AND SEAFOODS
5147,5147,MEATS AND MEAT PRODUCTS
5148,5148,FRESH FRUITS AND VEGETABLES
5149,5149,"GROCERIES AND RELATED PRODUCTS, NEC"
5153,5153,GRAIN AND FIELD BEANS
5154,5154,LIVESTOCK
5159,5159,"FARM-PRODUCT RAW MATERIALS, NEC"
5162,5162,PLASTICS MATERIALS AND BASIC SHAPES
5169,5169,"CHEMICALS AND ALLIED PRODUCTS, NEC"
5171,5171,PETROLEUM BULK STATIONS AND TERMINALS
5172,5172,"PETROLEUM PRODUCTS, NEC"
5181,5181,BEER AND ALE
5182,5182,WINE AND DISTILLED BEVERAGES
5191,5191,FARM SUPPLIES
5192,5192,"BOOKS, PERIODICALS, AND NEWSPAPERS"
5193,5193,FLOWERS AND FLORISTS SUPPLIES
5194,5194,TOBACCO AND TOBACCO PRODUCTS
5198,5198,"PAINTS, VARNISHES, AND SUPPLIES"
5199,5199,"NONDURABLE GOODS, NEC"
5211,5211,LUMBER AND OTHER BUILDING MATERIALS
5231,5231,"PAINT, GLASS, AND WALLPAPER STORES"
5251,5251,HARDWARE STORES
5261,5261,RETAIL NURSERIES AND GARDEN STORES
5271,5271,MOBILE HOME DEALERS
5311,5311,DEPARTMENT STORES
5331,5331,VARIETY STORES
5399,5399,MISCELLANEOUS GENERAL MERCHANDISE
5411,5411,GROCERY STORES
5421,5421,MEAT AND FISH MARKETS
5431,5431,FRUIT AND VEGETABLE MARKETS
5441,5441,"CANDY, NUT, AND CONFECTIONERY STORES"
5451,5451,DAIRY PRODUCTS STORES
5461,5461,RETAIL BAKERIES
5499,5499,MISCELLANEOUS FOOD STORES
5511,5511,NEW AND USED CAR DEALERS
5521,5521,USED CAR DEALERS
5531,5531,AUTO AND HOME SUPPLY STORES
5541,5541,GASOLINE SERVICE STATIONS
5551,5551,BOAT DEALERS
5561,5561,RECREATIONAL VEHICLE DEALERS
5571,5571,MOTORCYCLE DEALERS
5599,5599,"AUTOMOTIVE DEALERS, NEC"
5611,5611,MEN'S AND BOYS' CLOTHING STORES
5621,5621,WOMEN'S CLOTHING STORES
5632,5632,WOMEN'S ACCESSORY AND SPECIALTY STORES
5641,5641,CHILDREN'S AND INFANTS' WEAR STORES
5651,5651,FAMILY CLOTHING STORES
5661,5661,SHOE STORES
5699,5699,MISCELLANEOUS APPAREL AND ACCESSORIES
5712,5712,FURNITURE STORES
5713,5713,FLOOR COVERING STORES
5714,5714,DRAPERY AND UPHOLSTERY STORES
5719,5719,MISCELLANEOUS HOMEFURNISHINGS
5722,5722,HOUSEHOLD APPLIANCE STORES
5731,5731,"RADIO, TELEVISION, AND ELECTRONIC STORES"
5734,5734,COMPUTER AND SOFTWARE STORES
5735,5735,RECORD AND PRERECORDED TAPE STORES
5736,5736,MUSICAL INSTRUMENT STORES
5812,5812,EATING PLACES
5813,5813,DRINKING PLACES
5912,5912,DRUG STORES AND PROPRIETARY STORES
5921,5921,LIQUOR STORES
5932,5932,USED MERCHANDISE STORES
5941,5941,SPORTING GOODS AND BICYCLE SHOPS
5942,5942,BOOK STORES
5943,5943,STATIONERY STORES
5944,5944,JEWELRY STORES
5945,5945,"HOBBY, TOY, AND GAME SHOPS"
5946,5946,CAMERA AND PHOTOGRAPHIC SUPPLY STORES
5947,5947,"GIFT, NOVELTY, AND SOUVENIR SHOP"
5948,5948,LUGGAGE AND LEATHER GOODS STORES
5949,5949,"SEWING, NEEDLEWORK, AND PIECE GOODS"
5961,5961,CATALOG AND MAIL-ORDER HOUSES
5962,5962,MERCHANDISING MACHINE OPERATORS
5963,5963,DIRECT SELLING ESTABLISHMENTS
5983,5983,FUEL OIL DEALERS
5984,5984,LIQUEFIED PETROLEUM GAS DEALERS
5989,5989,"FUEL DEALERS, NEC"
5992,5992,FLORISTS
5993,5993,TOBACCO STORES AND STANDS
5994,5994,NEWS DEALERS AND NEWSSTANDS
5995,5995,OPTICAL GOODS STORES
5999,5999,"MISCELLANEOUS RETAIL STORES, NEC"
6011,6011,FEDERAL RESERVE BANKS
6019,6019,"CENTRAL RESERVE DEPOSITORY, NEC"
6021,6021,NATIONAL COMMERCIAL BANKS
6022,6022,STATE COMMERCIAL BANKS
6029,6029,"COMMERCIAL BANKS, NEC"
6035,6035,FEDERAL SAVINGS INSTITUTIONS
6036,6036,"SAVINGS INSTITUTIONS, EXCEPT FEDERAL"
6061,6061,FEDERAL CREDIT UNIONS
6062,6062,STATE CREDIT UNIONS
6081,6081,FOREIGN BANK AND BRANCHES AND AGENCIES
6082,6082,FOREIGN TRADE AND INTERNATIONAL BANKS
6091,6091,NONDEPOSIT TRUST FACILITIES
6099,6099,FUNCTIONS RELATED TO DEPOSITORY BANKING
6111,6111,FEDERAL AND FEDERALLY SPONSORED CREDIT
6141,6141,PERSONAL CREDIT INSTITUTIONS
6153,6153,SHORT-TERM BUSINESS CREDIT
6159,6159,MISCELLANEOUS BUSINESS CREDIT
6162,6162,MORTGAGE BANKERS AND CORRESPONDENTS
6163,6163,LOAN BROKERS
6211,6211,SECURITY BROKERS AND DEALERS
6221,6221,"COMMODITY CONTRACTS BROKERS, DEALERS"
6231,6231,SECURITY AND COMMODITY EXCHANGES
6282,6282,INVESTMENT ADVICE
6289,6289,SECURITY AND COMMODITY SERVICE
6311,6311,LIFE INSURANCE
6321,6321,ACCIDENT AND HEALTH INSURANCE
6324,6324,HOSPITAL AND MEDICAL SERVICE PLANS
6331,6331,"FIRE, MARINE, AND CASUALTY INSURANCE"
6351,6351,SURETY INSURANCE
6361,6361,TITLE INSURANCE
6371,6371,"PENSION, HEALTH, AND WELFARE FUNDS"
6399,6399,"INSURANCE CARRIERS, NEC"
6411,6411,"INSURANCE AGENTS, BROKERS, AND SERVICE"
6512,6512,NONRESIDENTIAL BUILDING OPERATORS
6513,6513,APARTMENT BUILDING OPERATORS
6514,6514,"DWELLING OPERATORS, EXCEPT APARTMENTS"
6515,6515,MOBILE HOME SITE OPERATORS
6517,6517,RAILROAD PROPERTY LESSORS
6519,6519,"REAL PROPERTY LESSORS, NEC"
6531,6531,REAL ESTATE AGENTS AND MANAGERS
6541,6541,TITLE ABSTRACT OFFICES
6552,6552,"SUBDIVIDERS AND DEVELOPERS, NEC"
6553,6553,CEMETERY SUBDIVIDERS AND DEVELOPERS
6712,6712,BANK HOLDING COMPANIES
6719,6719,"HOLDING COMPANIES, NEC"
6722,6722,"MANAGEMENT INVESTMENT, OPEN-ENDED"
6726,6726,"INVESTMENT OFFICES, NEC"
6732,6732,"TRUSTS: EDUCATIONAL, RELIGIOUS, ETC."
6733,6733,"TRUSTS, NEC"
6792,6792,OIL ROYALTY TRADERS
6794,6794,PATENT OWNERS AND LESSORS
6798,6798,REAL ESTATE INVESTMENT TRUSTS
6799,6799,"INVESTORS, NEC"
7011,7011,HOTELS AND MOTELS
7021,7021,ROOMING AND BOARDING HOUSES
7032,7032,SPORTING AND RECREATIONAL CAMPS
7033,7033,TRAILER PARKS AND CAMPSITES
7041,7041,MEMBERSHIP-BASIS ORGANIZATION HOTELS
7211,7211,"POWER LAUNDRIES, FAMILY AND COMMERCIAL"
7212,7212,GARMENT PRESSING AND CLEANERS' AGENTS
7213,7213,LINEN SUPPLY
7215,7215,COIN-OPERATED LAUNDRIES AND CLEANING
7216,7216,"DRYCLEANING PLANTS, EXCEPT RUGS"
7217,7217,CARPET AND UPHOLSTERY CLEANING
7218,7218,INDUSTRIAL LAUNDERERS
7219,7219,"LAUNDRY AND GARMENT SERVICES, NEC"
7221,7221,"PHOTOGRAPHIC STUDIOS, PORTRAIT"
7231,7231,BEAUTY SHOPS
7241,7241,BARBER SHOPS
7251,7251,SHOE REPAIR AND SHOESHINE PARLORS
7261,7261,FUNERAL SERVICE AND CREMATORIES
7291,7291,TAX RETURN PREPARATION SERVICES
7299,7299,MISCELLANEOUS PERSONAL SERVICES
7311,7311,ADVERTISING AGENCIES
7312,7312,OUTDOOR ADVERTISING SERVICES
7313,7313,"RADIO, TELEVISION, PUBLISHER REPRESENTATIVES"
7319,7319,"ADVERTISING, NEC"
7322,7322,ADJUSTMENT AND COLLECTION SERVICES
7323,7323,CREDIT REPORTING SERVICES
7331,7331,DIRECT MAIL ADVERTISING SERVICES
7334,7334,PHOTOCOPYING AND DUPLICATING SERVICES
7335,7335,COMMERCIAL PHOTOGRAPHY
7336,7336,COMMERCIAL ART AND GRAPHIC DESIGN
7338,7338,SECRETARIAL AND COURT REPORTING
7342,7342,DISINFECTING AND PEST CONTROL SERVICES
7349,7349,"BUILDING MAINTENANCE SERVICES, NEC"
7352,7352,MEDICAL EQUIPMENT RENTAL
7353,7353,HEAVY CONSTRUCTION EQUIPMENT RENTAL
7359,7359,"EQUIPMENT RENTAL AND LEASING, NEC"
7361,7361,EMPLOYMENT AGENCIES
7363,7363,HELP SUPPLY SERVICES
7371,7371,CUSTOM COMPUTER PROGRAMMING SERVICES
7372,7372,PREPACKAGED SOFTWARE
7373,7373,COMPUTER INTEGRATED SYSTEMS DESIGN
7374,7374,DATA PROCESSING AND PREPARATION
7375,7375,INFORMATION RETRIEVAL SERVICES
7376,7376,COMPUTER FACILITIES MANAGEMENT
7377,7377,COMPUTER RENTAL AND LEASING
7378,7378,COMPUTER MAINTENANCE AND REPAIR
7379,7379,"COMPUTER RELATED SERVICES, NEC"
7381,7381,DETECTIVE AND ARMORED CAR SERVICES
7382,7382,SECURITY SYSTEMS SERVICES
7383,7383,NEWS SYNDICATES
7384,7384,PHOTOFINISH LABORATORIES
7389,7389,"BUSINESS SERVICES, NEC"
7513,7513,"TRUCK RENTAL AND LEASING, WITHOUT DRIVERS"
7514,7514,PASSENGER CAR RENTAL
7515,7515,PASSENGER CAR LEASING
7519,7519,UTILITY TRAILER RENTAL
7521,7521,AUTOMOBILE PARKING
7532,7532,TOP AND BODY REPAIR AND PAINT SHOPS
7533,7533,AUTO EXHAUST SYSTEM REPAIR SHOPS
7534,7534,TIRE RETREADING AND REPAIR SHOPS
7536,7536,AUTOMOTIVE GLASS REPLACEMENT SHOPS
7537,7537,AUTOMOTIVE TRANSMISSION REPAIR SHOPS
7538,7538,GENERAL AUTOMOTIVE REPAIR SHOPS
7539,7539,"AUTOMOTIVE REPAIR SHOPS, NEC"
7542,7542,CARWASHES
7549,7549,"AUTOMOTIVE SERVICES, NEC"
7622,7622,RADIO AND TELEVISION REPAIR
7623,7623,REFRIGERATION SERVICE AND REPAIR
7629,7629,ELECTRICAL REPAIR SHOPS
7631,7631,"WATCH, CLOCK, AND JEWELRY REPAIR"
7641,7641,REUPHOLSTERY AND FURNITURE REPAIR
7692,7692,WELDING REPAIR
7694,7694,ARMATURE REWINDING SHOPS
7699,7699,"REPAIR SERVICES, NEC"
7812,7812,MOTION PICTURE AND VIDEO PRODUCTION
7819,7819,SERVICES ALLIED TO MOTION PICTURES
7822,7822,MOTION PICTURE AND TAPE DISTRIBUTION
7829,7829,MOTION PICTURE DISTRIBUTION SERVICES
7832,7832,"MOTION PICTURE THEATERS, EXCEPT DRIVE-IN"
7833,7833,DRIVE-IN MOTION PICTURE THEATERS
7841,7841,VIDEO TAPE RENTAL
7911,7911,"DANCE STUDIOS, SCHOOLS, AND HALLS"
7922,7922,THEATRICAL PRODUCERS AND SERVICES
7929,7929,ENTERTAINERS AND ENTERTAINMENT GROUPS
7933,7933,BOWLING CENTERS
7941,7941,"SPORTS CLUBS, MANAGERS, AND PROMOTERS"
7948,7948,"RACING, INCLUDING TRACK OPERATION"
7991,7991,PHYSICAL FITNESS FACILITIES
7992,7992,PUBLIC GOLF COURSES
7993,7993,COIN-OPERATED AMUSEMENT DEVICES
7996,7996,AMUSEMENT PARKS
7997,7997,MEMBERSHIP SPORTS AND RECREATION CLUBS
7999,7999,"AMUSEMENT AND RECREATION, NEC"
8011,8011,OFFICES AND CLINICS OF MEDICAL DOCTORS
8021,8021,OFFICES AND CLINICS OF DENTISTS
8031,8031,OFFICES AND CLINICS OF OSTEOPATHIC PHYSICIANS
8041,8041,OFFICES AND CLINICS OF CHIROPRACTORS
8042,8042,OFFICES AND CLINICS OF OPTOMETRISTS
8043,8043,OFFICES AND CLINICS OF PODIATRISTS
8049,8049,OFFICES OF HEALTH PRACTITIONER
8051,8051,SKILLED NURSING CARE FACILITIES
8052,8052,INTERMEDIATE CARE FACILITIES
8059,8059,"NURSING AND PERSONAL CARE, NEC"
8062,8062,GENERAL MEDICAL AND SURGICAL HOSPITALS
8063,8063,PSYCHIATRIC HOSPITALS
8069,8069,"SPECIALTY HOSPITALS, EXCEPT PSYCHIATRIC"
8071,8071,MEDICAL LABORATORIES
8072,8072,DENTAL LABORATORIES
8082,8082,HOME HEALTH CARE SERVICES
8092,8092,KIDNEY DIALYSIS CENTERS
8093,8093,"SPECIALTY OUTPATIENT CLINICS, NEC"
8099,8099,"HEALTH AND ALLIED SERVICES, NEC"
8111,8111,LEGAL SERVICES
8211,8211,ELEMENTARY AND SECONDARY SCHOOLS
8221,8221,COLLEGES AND UNIVERSITIES
8222,8222,JUNIOR COLLEGES
8231,8231,LIBRARIES
8243,8243,DATA PROCESSING SCHOOLS
8244,8244,BUSINESS AND SECRETARIAL SCHOOLS
8249,8249,"VOCATIONAL SCHOOLS, NEC"
8299,8299,SCHOOLS AND EDUCATIONAL SERVICES
8322,8322,INDIVIDUAL AND FAMILY SERVICES
8331,8331,JOB TRAINING AND RELATED SERVICES
8351,8351,CHILD DAY CARE SERVICES
8361,8361,RESIDENTIAL CARE
8399,8399,"SOCIAL SERVICES, NEC"
8412,8412,MUSEUMS AND ART GALLERIES
8422,8422,BOTANICAL AND ZOOLOGICAL GARDENS
8611,8611,BUSINESS ASSOCIATIONS
8621,8621,PROFESSIONAL ORGANIZATIONS
8631,8631,LABOR ORGANIZATIONS
8641,8641,CIVIC AND SOCIAL ASSOCIATIONS
8651,8651,POLITICAL ORGANIZATIONS
8661,8661,RELIGIOUS ORGANIZATIONS
8699,8699,"MEMBERSHIP ORGANIZATIONS, NEC"
8711,8711,ENGINEERING SERVICES
8712,8712,ARCHITECTURAL SERVICES
8713,8713,SURVEYING SERVICES
8721,8721,"ACCOUNTING, AUDITING, AND BOOKKEEPING"
8731,8731,COMMERCIAL PHYSICAL RESEARCH
8732,8732,COMMERCIAL NONPHYSICAL RESEARCH
8733,8733,NONCOMMERCIAL RESEARCH ORGANIZATIONS
8734,8734,TESTING LABORATORIES
8741,8741,MANAGEMENT SERVICES
8742,8742,MANAGEMENT CONSULTING SERVICES
8743,8743,PUBLIC RELATIONS SERVICES
8744,8744,FACILITIES SUPPORT SERVICES
8748,8748,"BUSINESS CONSULTING, NEC"
8811,8811,PRIVATE HOUSEHOLDS
8999,8999,"SERVICES, NEC"
9111,9111,EXECUTIVE OFFICES
9121,9121,LEGISLATIVE BODIES
9131,9131,EXECUTIVE AND LEGISLATIVE COMBINED
9199,9199,"GENERAL GOVERNMENT, NEC"
9211,9211,COURTS
9221,9221,POLICE PROTECTION
9222,9222,LEGAL COUNSEL AND PROSECUTION
9223,9223,CORRECTIONAL INSTITUTIONS
9224,9224,FIRE PROTECTION
9229,9229,"PUBLIC ORDER AND SAFETY, NEC"
9311,9311,"FINANCE, TAXATION, AND MONETARY POLICY"
9411,9411,ADMINISTRATION OF EDUCATIONAL PROGRAMS
9431,9431,ADMINISTRATION OF PUBLIC HEALTH PROGRAMS
9441,9441,ADMINISTRATION OF SOCIAL AND MANPOWER PROGRAMS
9451,9451,ADMINISTRATION OF VETERANS' AFFAIRS
9511,9511,"AIR, WATER, AND SOLID WASTE MANAGEMENT"
9512,9512,"LAND, MINERAL, AND WILDLIFE CONSERVATION"
9531,9531,HOUSING PROGRAMS
9532,9532,URBAN AND COMMUNITY DEVELOPMENT
9611,9611,ADMINISTRATION OF GENERAL ECONOMIC PROGRAMS
9621,9621,"REGULATION, ADMINISTRATION OF TRANSPORTATION"
9631,9631,"REGULATION, ADMINISTRATION OF UTILITIES"
9641,9641,REGULATION OF AGRICULTURAL MARKETING
9651,9651,"REGULATION, MISCELLANEOUS COMMERCIAL SECTORS"
9661,9661,SPACE RESEARCH AND TECHNOLOGY
9711,9711,NATIONAL SECURITY
9721,9721,INTERNATIONAL AFFAIRS
11100,11100,WHEAT
11200,11200,RICE
11500,11500,CORN
11600,11600,SOYBEANS
11900,11900,"CASH GRAINS, NEC"
11901,11901,PEA AND BEAN FARMS (LEGUMES)
11902,11902,FEEDER GRAINS
11903,11903,OIL GRAINS
11904,11904,CEREAL CROP FARMS
11999,11999,"CASH GRAINS, NEC, NEC"
13100,13100,COTTON
13199,13199,"COTTON, NEC"
13200,13200,TOBACCO
13300,13300,SUGARCANE AND SUGAR BEETS
13399,13399,"SUGARCANE AND SUGAR BEETS, NEC"
13400,13400,IRISH POTATOES
13900,13900,"FIELD CROPS, EXCEPT CASH GRAIN"
13901,13901,FEEDER CROPS
13902,13902,FOOD CROPS
13999,13999,"FIELD CROPS, EXCEPT CASH GRAINS, NEC, NEC"
16100,16100,VEGETABLES AND MELONS
16101,16101,MELON FARMS
16102,16102,PEA AND BEAN FARMS
16103,16103,ROOTED VEGETABLE FARMS
16104,16104,LETTUCE AND LEAF VEGETABLE FARMS
16199,16199,"VEGETABLES AND MELONS, NEC"
17100,17100,BERRY CROPS
17199,17199,"BERRY CROPS, NEC"
17200,17200,GRAPES
17300,17300,TREE NUTS
17399,17399,"TREE NUTS, NEC"
17400,17400,CITRUS FRUITS
17499,17499,"CITRUS FRUITS, NEC"
17500,17500,DECIDUOUS TREE FRUITS
17599,17599,"DECIDUOUS TREE FRUITS, NEC"
17900,17900,"FRUITS AND TREE NUTS, NEC"
17999,17999,"FRUITS AND TREE NUTS, NEC, NEC"
18100,18100,ORNAMENTAL NURSERY PRODUCTS
18101,18101,"PLANTS, FOLIAGE AND SHRUBBERIES"
18102,18102,FLORISTS' GREENS AND FLOWERS
18103,18103,BULBS AND SEEDS
18199,18199,"ORNAMENTAL NURSERY PRODUCTS, NEC"
18200,18200,FOOD CROPS GROWN UNDER COVER
18201,18201,"VEGETABLE CROPS, GROWN UNDER COVER"
18299,18299,"FOOD CROPS GROWN UNDER COVER, NEC"
19100,19100,"GENERAL FARMS, PRIMARILY CROP"
21100,21100,BEEF CATTLE FEEDLOTS
21200,21200,"BEEF CATTLE, EXCEPT FEEDLOTS"
21300,21300,HOGS
21399,21399,"HOGS, NEC"
21400,21400,SHEEP AND GOATS
21401,21401,GOATS
21402,21402,SHEEP
21900,21900,"GENERAL LIVESTOCK, NEC"
24100,24100,DAIRY FARMS
24199,24199,"DAIRY FARMS, NEC"
25100,25100,"BROILER, FRYER, AND ROASTER CHICKENS"
25199,25199,"BROILER, FRYER, AND ROASTER CHICKENS, NEC"
25200,25200,CHICKEN EGGS
25299,25299,"CHICKEN EGGS, NEC"
25300,25300,TURKEYS AND TURKEY EGGS
25399,25399,"TURKEYS AND TURKEY EGGS, NEC"
25400,25400,POULTRY HATCHERIES
25499,25499,"POULTRY HATCHERIES, NEC"
25900,25900,"POULTRY AND EGGS, NEC"
25999,25999,"POULTRY AND EGGS, NEC, NEC"
27100,27100,FUR-BEARING ANIMALS AND RABBITS
27199,27199,"FUR-BEARING ANIMALS AND RABBITS, NEC"
27200,27200,HORSES AND OTHER EQUINES
27299,27299,"HORSES AND OTHER EQUINES, NEC"
27300,27300,ANIMAL AQUACULTURE
27301,27301,FINFISH FARMS
27302,27302,SHELLFISH FARMS
27900,27900,"ANIMAL SPECIALTIES, NEC"
27901,27901,WORM FARMS
27902,27902,BIRD SANCTUARIES
27903,27903,AMPHIBIOUS ANIMAL FARMS
27904,27904,DOMESTIC ANIMAL FARMS
27999,27999,"ANIMAL SPECIALTIES, NEC, NEC"
29100,29100,"GENERAL FARMS, PRIMARILY ANIMALS"
29199,29199,"GENERAL FARMS, PRIMARILY ANIMALS, NEC"
71100,71100,SOIL PREPARATION SERVICES
71199,71199,"SOIL PREPARATION SERVICES, NEC"
72100,72100,CROP PLANTING AND PROTECTION
72101,72101,ORCHARD TREE AND VINE SERVICES
72102,72102,SPROUT AND TWIG SERVICES
72103,72103,CROP PROTECTING SERVICES
72104,72104,CROP CULTIVATING SERVICES
72199,72199,"CROP PLANTING AND PROTECTION, NEC"
72200,72200,CROP HARVESTING
72201,72201,"CASH GRAINS, MACHINE HARVESTING SERVICES"
72202,72202,"FRUIT AND TREE NUTS, MACHINE HARVESTING SERVICES"
72203,72203,"FIELD CROPS, EXCEPT CASH GRAINS, MACHINE HARVESTING SERVICES"
72299,72299,"CROP HARVESTING, NEC"
72300,72300,CROP PREPARATION SERVICES FOR MARKET
72301,72301,"FIELD CROPS, EXCEPT CASH GRAINS, MARKET PREPARATION SERVICES"
72302,72302,CASH GRAIN CROPS MARKET PREPARATION SERVICES
72303,72303,VEGETABLE CROPS MARKET PREPARATION SERVICES
