Strength,Products (Source ID),Products (Publisher ID)
800MG/100ML,28990,IMP
80MG/100ML,28991,IMP
400MG/100ML,28991,IMP
0.5GM/ML,28992,IMP
0.25GM/ML,28992,IMP
375MG/PACKET,28993,IMP
250MG/PACKET,28993,IMP
30MG/PACKET,28993,IMP
500MG,28994,IMP
267MG,28994,IMP
0.112MG,28994,IMP
89MG,28994,IMP
15MG,28994,IMP
0.25MG/VIAL,28995,IMP
1.8MG/VIAL,28995,IMP
450MG/VIAL,28995,IMP
8.8MG/VIAL,28995,IMP
6.75GM/VIAL,28996,IMP
4GM/VIAL,28996,IMP
500MG/PACKET,28997,IMP
167MG/PACKET,28997,IMP
30MG/PACKET,28997,IMP
100MG/PACKET,28997,IMP
0.25GM/ML,28998,IMP
0.5GM/ML,28998,IMP
2.98GM/100ML,28999,IMP
50GM/100ML,28999,IMP
2GM/100ML,28999,IMP
38.5GM/100ML,28999,IMP
1.87GM/100ML,28999,IMP
500MG/PACKET,29000,IMP
100MG/PACKET,29000,IMP
167MG/PACKET,29000,IMP
54MG,29001,IMP
450MG,29001,IMP
0.35MG,29001,IMP
0.4MG,29001,IMP
0.075MG,29001,IMP
0.5GM/ML,29002,IMP
0.25GM/ML,29002,IMP
10.30%,29003,IMP
1.90%,29003,IMP
30.20%,29003,IMP
51%,29003,IMP
3%,29003,IMP
150MG,29004,IMP
3.125MG,29004,IMP
160MG,29004,IMP
15MG,29004,IMP
0.59MG,29004,IMP
13.5GM/VIAL,29005,IMP
40GM/VIAL,29005,IMP
3.75GM/VIAL,29005,IMP
1GM/VIAL,29006,IMP
3GM/VIAL,29006,IMP
40GM/VIAL,29007,IMP
4GM/VIAL,29007,IMP
10GM/VIAL,29007,IMP
8MG/ML,29008,IMP
0.5MG/ML,29008,IMP
0.25MG/ML,29009,IMP
0.2MG/ML,29009,IMP
234MG/ML,29009,IMP
14.9MG/ML,29009,IMP
279.3MG/ML,29009,IMP
2.4GM/PACKET,29010,IMP
3GM/PACKET,29010,IMP
2.5GM/PACKET,29010,IMP
3.75GM/PACKET,29010,IMP
3MG/ML,29011,IMP
6MG/ML,29011,IMP
0.004MG/ML,29011,IMP
0.2MG/ML,29011,IMP
8MG/ML,29011,IMP
3.125MG,29012,IMP
0.175MG,29012,IMP
0.25GM/ML,29013,IMP
0.5GM/ML,29013,IMP
3GM/PACKET,29014,IMP
10GM/PACKET,29014,IMP
5GM/PACKET,29014,IMP
1GM,29015,IMP
1.05GM,29015,IMP
600MG/PACKET,29016,IMP
15MG/PACKET,29016,IMP
10GM/VIAL,29017,IMP
20GM/VIAL,29017,IMP
5GM/VIAL,29017,IMP
6.75GM/VIAL,29017,IMP
30MG/PACKET,29018,IMP
500MG/PACKET,29018,IMP
600MG/PACKET,29018,IMP
800MG/PACKET,29018,IMP
145MG,29019,IMP
0.6MG,29019,IMP
35MG,29019,IMP
1GM/100ML,29020,IMP
1.49GM/100ML,29020,IMP
5GM/100ML,29020,IMP
70GM/100ML,29020,IMP
7.5GM/100ML,29020,IMP
1MG/5ML,29021,IMP
200MG/5ML,29021,IMP
0.6MG/5ML,29021,IMP
0.5MG/5ML,29021,IMP
0.08%,29022,IMP
0.04%,29022,IMP
3MG/ML,29023,IMP
35MG/ML,29023,IMP
2.2MG/ML,29023,IMP
100%,29024,IMP
62%,29024,IMP
76.90%,29024,IMP
75.50%,29024,IMP
68%,29024,IMP
1.5MG/ML,29025,IMP
20MG/ML,29025,IMP
0.25GM/ML,29026,IMP
0.5GM/ML,29026,IMP
30MG/PACKET,29027,IMP
167MG/PACKET,29027,IMP
15MG/PACKET,29027,IMP
0.5GM/ML,29028,IMP
0.25GM/ML,29028,IMP
13.5GM/VIAL,29029,IMP
40GM/VIAL,29029,IMP
2GM/VIAL,29029,IMP
20GM/VIAL,29029,IMP
130MG,29030,IMP
360MG,29030,IMP
625MG,29030,IMP
55%,29031,IMP
0.13%,29031,IMP
43%,29031,IMP
15%,29031,IMP
640MG/100ML,29032,IMP
400MG/100ML,29032,IMP
800MG/100ML,29032,IMP
51.80%,29033,IMP
0.50%,29033,IMP
0.75%,29033,IMP
34%,29034,IMP
0.40%,29034,IMP
6.50%,29034,IMP
2.5GM/PACKET,29035,IMP
20GM/PACKET,29035,IMP
4GM/PACKET,29035,IMP
5GM/PACKET,29035,IMP
10GM/PACKET,29035,IMP
0.25GM/ML,29036,IMP
0.5GM/ML,29036,IMP
53%,29037,IMP
0.60%,29037,IMP
12.50%,29037,IMP
10GM/VIAL,29038,IMP
20GM/VIAL,29038,IMP
0.2MG/VIAL,29039,IMP
60MG/VIAL,29039,IMP
234MG/ML,29040,IMP
20MG/ML,29040,IMP
50MG/ML,29040,IMP
10GM/100ML,29041,IMP
2.98GM/100ML,29041,IMP
20GM/100ML,29041,IMP
15GM/100ML,29041,IMP
1.49GM/100ML,29041,IMP
30MG/PACKET,29042,IMP
15MG/PACKET,29042,IMP
100MG/PACKET,29042,IMP
250MG/PACKET,29042,IMP
800MG/PACKET,29042,IMP
250MG/PACKET,29043,IMP
100MG/PACKET,29043,IMP
500MG/PACKET,29043,IMP
30MG/PACKET,29043,IMP
30.20%,29044,IMP
13.90%,29044,IMP
64.70%,29044,IMP
15%,29044,IMP
6.75GM/VIAL,29045,IMP
4GM/VIAL,29045,IMP
0.5MG/ML,29046,IMP
50MG/ML,29046,IMP
6.6MG/ML,29046,IMP
0.2MG/ML,29046,IMP
0.25%,29047,IMP
3.50%,29047,IMP
5%,29047,IMP
98.30%,29047,IMP
30%,29048,IMP
0.03%,29048,IMP
1.50%,29048,IMP
74%,29048,IMP
0.5GM/ML,29049,IMP
0.25GM/ML,29049,IMP
99.90%,29050,IMP
6.50%,29050,IMP
38.80%,29051,IMP
33.32%,29051,IMP
0.40%,29051,IMP
51%,29051,IMP
0.25MG,29052,IMP
10MG,29052,IMP
60MG/5ML,29053,IMP
2MG/5ML,29053,IMP
5MG/5ML,29053,IMP
16MG/5ML,29053,IMP
12.5MG/5ML,29053,IMP
6GM/VIAL,29054,IMP
40GM/VIAL,29054,IMP
3GM/VIAL,29054,IMP
4GM/VIAL,29054,IMP
2.5GM/VIAL,29054,IMP
7.5MG/ML,29055,IMP
20MG/ML,29055,IMP
10MG/5ML,29056,IMP
12.5MG/5ML,29056,IMP
0.6MG/5ML,29056,IMP
60MG/5ML,29057,IMP
30MG/5ML,29057,IMP
600MG/5ML,29057,IMP
750MG/5ML,29058,IMP
4MG/5ML,29058,IMP
400MG/5ML,29058,IMP
60GM/100ML,29059,IMP
30GM/100ML,29059,IMP
2.4GM/100ML,29059,IMP
1GM/VIAL,29060,IMP
5GM/VIAL,29060,IMP
10GM/VIAL,29060,IMP
6GM/VIAL,29060,IMP
10MG/VIAL,29061,IMP
0.8MG/VIAL,29061,IMP
0.25GM/ML,29062,IMP
0.5GM/ML,29062,IMP
40MG/100ML,29063,IMP
5MG/100ML,29063,IMP
640MG/100ML,29063,IMP
200MG/100ML,29063,IMP
0.45%,29064,IMP
62%,29064,IMP
73%,29064,IMP
55%,29065,IMP
1.20%,29065,IMP
0.125MG,29066,IMP
80MG,29066,IMP
0.5MG/5ML,29067,IMP
16MG/5ML,29067,IMP
10MG/5ML,29067,IMP
0.4MG/ML,29068,IMP
1.6MG/ML,29068,IMP
100MG/5ML,29069,IMP
600MG/5ML,29069,IMP
300MG/5ML,29069,IMP
3.3GM/100ML,29070,IMP
7.5GM/100ML,29070,IMP
15GM/100ML,29070,IMP
50GM/100ML,29070,IMP
1.05GM,29071,IMP
1GM,29071,IMP
3.75GM,29071,IMP
1.2GM,29071,IMP
27MG,29072,IMP
52MG,29072,IMP
1.25MG,29072,IMP
120MG,29072,IMP
1.05GM,29073,IMP
3.75GM,29073,IMP
1GM,29073,IMP
1.2GM,29073,IMP
1GM/VIAL,29074,IMP
13.5GM/VIAL,29074,IMP
20GM/VIAL,29074,IMP
4MG/VIAL,29075,IMP
100MG/VIAL,29075,IMP
0.25GM/ML,29076,IMP
0.5GM/ML,29076,IMP
2.4GM/100ML,29077,IMP
2.24GM/100ML,29077,IMP
2GM/100ML,29077,IMP
64%,29078,IMP
0.40%,29078,IMP
99.99%,29078,IMP
360MG,29079,IMP
45MG,29079,IMP
1.25MG,29079,IMP
1.25MG/ML,29080,IMP
0.5MG/ML,29080,IMP
600MG/PACKET,29081,IMP
167MG/PACKET,29081,IMP
1.2GM,29082,IMP
3.75GM,29082,IMP
1GM,29082,IMP
640MG/100ML,29083,IMP
5MG/100ML,29083,IMP
220MG,29084,IMP
12MG,29084,IMP
50MG,29084,IMP
3.6MG,29084,IMP
5MG,29084,IMP
0.625MG,29085,IMP
0.02MG,29085,IMP
400MG,29085,IMP
0.3MG,29085,IMP
12MG/VIAL,29086,IMP
0.5MG/VIAL,29086,IMP
200MG/VIAL,29086,IMP
450MG/VIAL,29086,IMP
80MG/VIAL,29086,IMP
2.4GM/100ML,29087,IMP
60GM/100ML,29087,IMP
1.50%,29088,IMP
53%,29088,IMP
1.2GM,29089,IMP
1.05GM,29089,IMP
3.75GM,29089,IMP
1GM,29089,IMP
0.5MG/5ML,29090,IMP
40MG/5ML,29090,IMP
50MG/5ML,29090,IMP
5MG/5ML,29090,IMP
60MG/5ML,29090,IMP
0.33%,29091,IMP
0.77%,29091,IMP
25%,29091,IMP
76%,29091,IMP
0.10%,29091,IMP
320MG/100ML,29092,IMP
900MG/100ML,29092,IMP
800MG/100ML,29092,IMP
3.75GM/PACKET,29093,IMP
10GM/PACKET,29093,IMP
3GM/PACKET,29093,IMP
4GM/PACKET,29093,IMP
24MG,29094,IMP
522MG,29094,IMP
0.5GM/ML,29095,IMP
0.25GM/ML,29095,IMP
4.5MG,29096,IMP
325MG,29096,IMP
14MG,29096,IMP
125MG,29096,IMP
15MG/5ML,29097,IMP
125MG/5ML,29097,IMP
300MG/5ML,29097,IMP
10MG/5ML,29097,IMP
500MG/5ML,29097,IMP
160MG/100ML,29098,IMP
5MG/100ML,29098,IMP
400MG/100ML,29098,IMP
746MG/100ML,29098,IMP
1GM,29099,IMP
3.75GM,29099,IMP
160MG/100ML,29100,IMP
800MG/100ML,29100,IMP
0.25GM/ML,29101,IMP
0.5GM/ML,29101,IMP
7.5MG/5ML,29102,IMP
15MG/5ML,29102,IMP
667MG/5ML,29102,IMP
300MG/5ML,29102,IMP
6.50%,29103,IMP
8%,29103,IMP
0.125MG,29104,IMP
70MG,29104,IMP
801MG,29104,IMP
1.5MG,29104,IMP
200MG,29104,IMP
1.2GM,29105,IMP
1GM,29105,IMP
1.05GM,29105,IMP
3.75GM,29105,IMP
200MG/100ML,29106,IMP
400MG/100ML,29106,IMP
160MG/100ML,29106,IMP
745MG/100ML,29106,IMP
20GM/PACKET,29107,IMP
2.4GM/PACKET,29107,IMP
5GM/PACKET,29107,IMP
3.75GM/PACKET,29107,IMP
3GM/PACKET,29107,IMP
1MG/ML,29108,IMP
40MG/ML,29108,IMP
0.015MG/ML,29108,IMP
125MG,29109,IMP
500MG,29109,IMP
0.2MG,29109,IMP
220MG,29109,IMP
360MG,29109,IMP
12.5MG,29110,IMP
38MG,29110,IMP
1.87GM/100ML,29111,IMP
7.7GM/100ML,29111,IMP
1GM/100ML,29111,IMP
1.5GM/100ML,29111,IMP
3GM/PACKET,29112,IMP
5GM/PACKET,29112,IMP
2.4GM/PACKET,29112,IMP
4MG/5ML,29113,IMP
600MG/5ML,29113,IMP
6.25MG/5ML,29113,IMP
50MG/5ML,29113,IMP
10MG/100ML,29114,IMP
900MG/100ML,29114,IMP
200MG/100ML,29114,IMP
745MG/100ML,29114,IMP
0.25GM/ML,29115,IMP
0.5GM/ML,29115,IMP
2.4GM/100ML,29116,IMP
10GM/100ML,29116,IMP
600MG/PACKET,29117,IMP
500MG/PACKET,29117,IMP
30MG/PACKET,29117,IMP
800MG/PACKET,29117,IMP
0.25GM/ML,29118,IMP
0.5GM/ML,29118,IMP
1.87GM/100ML,29119,IMP
38.5GM/100ML,29119,IMP
3.75GM/VIAL,29120,IMP
3GM/VIAL,29120,IMP
1.2GM,29121,IMP
1.05GM,29121,IMP
1GM,29121,IMP
3.75GM,29121,IMP
160MG/100ML,29122,IMP
40MG/100ML,29122,IMP
500MG/100ML,29122,IMP
400MG/100ML,29122,IMP
200MG/100ML,29122,IMP
3.3GM/100ML,29123,IMP
2GM/100ML,29123,IMP
3GM/100ML,29123,IMP
2.24GM/100ML,29123,IMP
15GM/100ML,29123,IMP
2.4GM/100ML,29124,IMP
5GM/100ML,29124,IMP
70GM/100ML,29124,IMP
60GM/100ML,29124,IMP
29.8MG/ML,29125,IMP
234MG/ML,29125,IMP
300MG/ML,29125,IMP
0.002MG/ML,29125,IMP
1.25MG/ML,29125,IMP
0.5GM/ML,29126,IMP
0.25GM/ML,29126,IMP
50MG/VIAL,29127,IMP
8.8MG/VIAL,29127,IMP
375MG/PACKET,29128,IMP
167MG/PACKET,29128,IMP
600MG/PACKET,29128,IMP
0.5GM/ML,29129,IMP
0.25GM/ML,29129,IMP
600MG/PACKET,29130,IMP
800MG/PACKET,29130,IMP
100MG/PACKET,29130,IMP
15MG/PACKET,29130,IMP
800MG/PACKET,29131,IMP
375MG/PACKET,29131,IMP
500MG/PACKET,29131,IMP
100MG/PACKET,29131,IMP
1.2GM,29132,IMP
1.05GM,29132,IMP
1GM,29132,IMP
450MG/100ML,29133,IMP
5MG/100ML,29133,IMP
250MG/100ML,29133,IMP
20MG/100ML,29133,IMP
5GM/VIAL,29134,IMP
2GM/VIAL,29134,IMP
3.75GM/VIAL,29134,IMP
6.75GM/VIAL,29134,IMP
20GM/VIAL,29134,IMP
2.4GM/100ML,29135,IMP
2.5GM/100ML,29135,IMP
1.49GM/100ML,29135,IMP
250MG/PACKET,29136,IMP
600MG/PACKET,29136,IMP
1GM,29137,IMP
1.05GM,29137,IMP
3.75GM,29137,IMP
1.2GM,29137,IMP
5MG/100ML,29138,IMP
900MG/100ML,29138,IMP
450MG/100ML,29138,IMP
500MG/100ML,29138,IMP
250MG/100ML,29138,IMP
0.5MG/5ML,29139,IMP
200MG/5ML,29139,IMP
1.25MG/5ML,29139,IMP
125MG/5ML,29139,IMP
250MG/VIAL,29140,IMP
125MG/VIAL,29140,IMP
20GM/VIAL,29141,IMP
2GM/VIAL,29141,IMP
10GM/VIAL,29141,IMP
76.90%,29142,IMP
9.90%,29142,IMP
51%,29142,IMP
0.25GM/ML,29143,IMP
0.5GM/ML,29143,IMP
0.03MG/ML,29144,IMP
200MG/ML,29144,IMP
80MG/ML,29144,IMP
0.04MG/VIAL,29145,IMP
0.6MG/VIAL,29145,IMP
6MG/VIAL,29145,IMP
3.3GM/100ML,29146,IMP
50GM/100ML,29146,IMP
15GM/100ML,29146,IMP
40GM/100ML,29146,IMP
0.25%,29147,IMP
34%,29147,IMP
1.90%,29148,IMP
30%,29148,IMP
0.05%,29148,IMP
4MG/VIAL,29149,IMP
1MG/VIAL,29149,IMP
3GM/PACKET,29150,IMP
4GM/PACKET,29150,IMP
2.5GM/PACKET,29150,IMP
20GM/PACKET,29150,IMP
30MG/100ML,29151,IMP
900MG/100ML,29151,IMP
60GM/100ML,29152,IMP
2.24GM/100ML,29152,IMP
7.7GM/100ML,29152,IMP
1.87GM/100ML,29152,IMP
30GM/100ML,29153,IMP
2GM/100ML,29153,IMP
20GM/100ML,29153,IMP
7.5GM/100ML,29154,IMP
2.24GM/100ML,29154,IMP
0.01MG/VIAL,29155,IMP
100MG/VIAL,29155,IMP
125MG/5ML,29156,IMP
4MG/5ML,29156,IMP
750MG/5ML,29156,IMP
50MG/5ML,29156,IMP
500MG/5ML,29156,IMP
600MG/5ML,29157,IMP
1MG/5ML,29157,IMP
2MG/5ML,29157,IMP
0.5MG/5ML,29157,IMP
2GM/VIAL,29158,IMP
2.5GM/VIAL,29158,IMP
1GM/VIAL,29158,IMP
33.32%,29159,IMP
9.90%,29159,IMP
20%,29159,IMP
3.75GM/PACKET,29160,IMP
10GM/PACKET,29160,IMP
5GM/PACKET,29160,IMP
0.04%,29161,IMP
10%,29161,IMP
52%,29161,IMP
49.90%,29161,IMP
0.50%,29161,IMP
0.4MG/VIAL,29162,IMP
0.5MG/VIAL,29162,IMP
375MG/VIAL,29162,IMP
10MG/VIAL,29162,IMP
64.70%,29163,IMP
9.90%,29163,IMP
24%,29163,IMP
0.06%,29163,IMP
20MG/100ML,29164,IMP
320MG/100ML,29164,IMP
160MG/100ML,29164,IMP
200MG/100ML,29164,IMP
745MG/100ML,29164,IMP
30MG/100ML,29165,IMP
80MG/100ML,29165,IMP
400MG/100ML,29165,IMP
746MG/100ML,29165,IMP
5MG/100ML,29166,IMP
80MG/100ML,29166,IMP
1.05GM,29167,IMP
3.75GM,29167,IMP
5GM/VIAL,29168,IMP
20GM/VIAL,29168,IMP
40GM/VIAL,29168,IMP
13.5GM/VIAL,29168,IMP
4GM/VIAL,29168,IMP
1GM,29169,IMP
1.05GM,29169,IMP
3.75GM,29169,IMP
1.2GM,29169,IMP
7.7MG,29170,IMP
775MG,29170,IMP
0.02MG,29170,IMP
0.3MG,29170,IMP
0.75%,29171,IMP
25%,29171,IMP
6GM/VIAL,29172,IMP
13.5GM/VIAL,29172,IMP
4GM/VIAL,29172,IMP
0.01%,29173,IMP
0.25%,29173,IMP
80%,29173,IMP
0.5GM/ML,29174,IMP
0.25GM/ML,29174,IMP
1.2GM,29175,IMP
1.05GM,29175,IMP
1GM,29175,IMP
3.75GM,29175,IMP
50GM/100ML,29176,IMP
1.5GM/100ML,29176,IMP
3GM/100ML,29176,IMP
20GM/100ML,29176,IMP
2GM/100ML,29176,IMP
20GM/PACKET,29177,IMP
2.5GM/PACKET,29177,IMP
5GM/PACKET,29177,IMP
3.75GM/PACKET,29177,IMP
10GM/PACKET,29177,IMP
30MG/100ML,29178,IMP
20MG/100ML,29178,IMP
900MG/100ML,29178,IMP
2.2MG/ML,29179,IMP
14.9MG/ML,29179,IMP
400MG/ML,29179,IMP
2.5GM/VIAL,29180,IMP
3GM/VIAL,29180,IMP
4GM/PACKET,29181,IMP
3.75GM/PACKET,29181,IMP
10GM/PACKET,29181,IMP
3GM/PACKET,29181,IMP
20GM/PACKET,29181,IMP
5GM/PACKET,29182,IMP
4GM/PACKET,29182,IMP
2.4GM/PACKET,29182,IMP
10GM/PACKET,29182,IMP
0.25GM/ML,29183,IMP
0.5GM/ML,29183,IMP
40GM/VIAL,29184,IMP
5GM/VIAL,29184,IMP
1GM/VIAL,29184,IMP
2.5GM/VIAL,29184,IMP
0.5MG/VIAL,29185,IMP
1.5MG/VIAL,29185,IMP
3.2MG/VIAL,29185,IMP
0.005MG/VIAL,29185,IMP
0.185MG/ML,29186,IMP
0.004MG/ML,29186,IMP
0.4MG/ML,29186,IMP
150MG/ML,29186,IMP
0.01MG/ML,29186,IMP
1GM/100ML,29187,IMP
3GM/100ML,29187,IMP
1.5GM/100ML,29187,IMP
30GM/100ML,29187,IMP
15GM/100ML,29187,IMP
0.005MG/VIAL,29188,IMP
5MG/VIAL,29188,IMP
1MG/VIAL,29188,IMP
0.8MG/VIAL,29188,IMP
200MG/VIAL,29188,IMP
0.02%,29189,IMP
1.50%,29189,IMP
0.001MG/ML,29190,IMP
29.8MG/ML,29190,IMP
450MG/100ML,29191,IMP
800MG/100ML,29191,IMP
600MG/5ML,29192,IMP
20MG/5ML,29192,IMP
2MG/VIAL,29193,IMP
50MG/VIAL,29193,IMP
0.6MG/VIAL,29193,IMP
0.13%,29194,IMP
2.60%,29194,IMP
85%,29194,IMP
2%,29194,IMP
10%,29194,IMP
7.5MG/5ML,29195,IMP
20MG/5ML,29195,IMP
5MG/5ML,29195,IMP
5GM/100ML,29196,IMP
10GM/100ML,29196,IMP
0.03MG/ML,29197,IMP
65MG/ML,29197,IMP
3.75GM,29198,IMP
1.2GM,29198,IMP
0.80%,29199,IMP
0.60%,29199,IMP
0.00%,29199,IMP
65%,29199,IMP
3.75GM,29200,IMP
1.05GM,29200,IMP
200MG,29201,IMP
0.05MG,29201,IMP
275MG,29201,IMP
0.4MG/VIAL,29202,IMP
15MG/VIAL,29202,IMP
10MG/VIAL,29202,IMP
20MG/VIAL,29202,IMP
1.05GM,29203,IMP
3.75GM,29203,IMP
1.2GM,29203,IMP
1GM,29203,IMP
75MG/5ML,29204,IMP
200MG/5ML,29204,IMP
1.25MG/5ML,29204,IMP
105MG/5ML,29204,IMP
15MG/5ML,29204,IMP
600MG/VIAL,29205,IMP
1.6MG/VIAL,29205,IMP
5MG/VIAL,29205,IMP
20MG/VIAL,29205,IMP
30MG/VIAL,29205,IMP
3GM/VIAL,29206,IMP
6GM/VIAL,29206,IMP
6.75GM/VIAL,29206,IMP
7.5MG/5ML,29207,IMP
2.5MG/5ML,29207,IMP
125MG/5ML,29207,IMP
20MG/5ML,29207,IMP
400MG/5ML,29207,IMP
0.25GM/ML,29208,IMP
0.5GM/ML,29208,IMP
2GM/VIAL,29209,IMP
20GM/VIAL,29209,IMP
1GM,29210,IMP
3.75GM,29210,IMP
0.25GM/ML,29211,IMP
0.5GM/ML,29211,IMP
7.7GM/100ML,29212,IMP
20GM/100ML,29212,IMP
100MG/PACKET,29213,IMP
375MG/PACKET,29213,IMP
167MG/PACKET,29213,IMP
600MG/PACKET,29213,IMP
30MG/PACKET,29213,IMP
5%,29214,IMP
33.32%,29214,IMP
38.80%,29214,IMP
1.20%,29214,IMP
0.04%,29214,IMP
0.5GM/ML,29215,IMP
0.25GM/ML,29215,IMP
469.01MG/ML,29216,IMP
6.6MG/ML,29216,IMP
8MG/ML,29216,IMP
10GM/VIAL,29217,IMP
1GM/VIAL,29217,IMP
40GM/VIAL,29217,IMP
0.25GM/ML,29218,IMP
0.5GM/ML,29218,IMP
1.5GM/100ML,29219,IMP
5GM/100ML,29219,IMP
4GM/VIAL,29220,IMP
6GM/VIAL,29220,IMP
20GM/VIAL,29220,IMP
6.75GM/VIAL,29220,IMP
30%,29221,IMP
0.20%,29221,IMP
53%,29221,IMP
100%,29221,IMP
73%,29221,IMP
80MG/100ML,29222,IMP
500MG/100ML,29222,IMP
200MG/5ML,29223,IMP
6.25MG/5ML,29223,IMP
20MG/5ML,29223,IMP
10MG/5ML,29223,IMP
1.05GM,29224,IMP
1.2GM,29224,IMP
1.25MG/ML,29225,IMP
0.05MG/ML,29225,IMP
1.6MG/ML,29225,IMP
10GM/VIAL,29226,IMP
40GM/VIAL,29226,IMP
3.75GM/VIAL,29227,IMP
6GM/VIAL,29227,IMP
6.75GM/VIAL,29227,IMP
4GM/VIAL,29227,IMP
3.3GM/100ML,29228,IMP
1.5GM/100ML,29228,IMP
250MG/PACKET,29229,IMP
600MG/PACKET,29229,IMP
100MG/PACKET,29229,IMP
800MG/PACKET,29229,IMP
30MG/100ML,29230,IMP
400MG/100ML,29230,IMP
450MG/100ML,29230,IMP
745MG/100ML,29230,IMP
100MG/100ML,29231,IMP
450MG/100ML,29231,IMP
745MG/100ML,29231,IMP
10MG/100ML,29231,IMP
640MG/100ML,29231,IMP
324MG,29232,IMP
1.75MG,29232,IMP
51.30%,29233,IMP
80%,29233,IMP
500MG/ML,29234,IMP
65MG/ML,29234,IMP
40MG/ML,29234,IMP
10MG/VIAL,29235,IMP
1600MG/VIAL,29235,IMP
45MG/VIAL,29235,IMP
600MG/VIAL,29235,IMP
300MG/VIAL,29235,IMP
20MG/VIAL,29236,IMP
3.5MG/VIAL,29236,IMP
10MG/VIAL,29236,IMP
15MG/5ML,29237,IMP
2.5MG/5ML,29237,IMP
1.25MG/5ML,29237,IMP
2MG/5ML,29237,IMP
4MG/5ML,29237,IMP
250MG/100ML,29238,IMP
100MG/100ML,29238,IMP
1MG/ML,29239,IMP
5MG/ML,29239,IMP
4MG/ML,29239,IMP
0.03MG/ML,29239,IMP
0.088MG,29240,IMP
27MG,29240,IMP
1.34MG,29240,IMP
1GM/VIAL,29241,IMP
10GM/VIAL,29241,IMP
40GM/VIAL,29241,IMP
2.5GM/VIAL,29241,IMP
3GM/VIAL,29241,IMP
800MG/PACKET,29242,IMP
30MG/PACKET,29242,IMP
600MG/PACKET,29242,IMP
3.75GM,29243,IMP
1.05GM,29243,IMP
1GM,29243,IMP
1.2GM,29243,IMP
10GM/PACKET,29244,IMP
5GM/PACKET,29244,IMP
1GM/VIAL,29245,IMP
10GM/VIAL,29245,IMP
40GM/VIAL,29245,IMP
13.5GM/VIAL,29245,IMP
43MG,29246,IMP
260MG,29246,IMP
320MG,29246,IMP
4.5MG,29246,IMP
324MG,29246,IMP
30MG,29247,IMP
180MG,29247,IMP
0.088MG,29247,IMP
275MG,29247,IMP
100MG/PACKET,29248,IMP
250MG/PACKET,29248,IMP
0.25GM/ML,29249,IMP
0.5GM/ML,29249,IMP
600MG/PACKET,29250,IMP
375MG/PACKET,29250,IMP
15MG/PACKET,29250,IMP
30MG/PACKET,29250,IMP
800MG/PACKET,29250,IMP
500MG/100ML,29251,IMP
900MG/100ML,29251,IMP
400MG/100ML,29252,IMP
500MG/100ML,29252,IMP
30MG/100ML,29252,IMP
600MG/PACKET,29253,IMP
500MG/PACKET,29253,IMP
250MG/PACKET,29253,IMP
167MG/PACKET,29253,IMP
100MG/PACKET,29253,IMP
3GM/100ML,29254,IMP
38.5GM/100ML,29254,IMP
20GM/100ML,29254,IMP
3.75GM,29255,IMP
1.2GM,29255,IMP
1.05GM,29255,IMP
3.75GM/VIAL,29256,IMP
13.5GM/VIAL,29256,IMP
100MG/100ML,29257,IMP
320MG/100ML,29257,IMP
160MG/100ML,29257,IMP
640MG/100ML,29257,IMP
2.4GM/100ML,29258,IMP
60GM/100ML,29258,IMP
40GM/100ML,29258,IMP
10GM/100ML,29258,IMP
250MG/PACKET,29259,IMP
15MG/PACKET,29259,IMP
800MG/PACKET,29259,IMP
30MG/PACKET,29259,IMP
0.25GM/ML,29260,IMP
0.5GM/ML,29260,IMP
450MG,29261,IMP
480MG,29261,IMP
1.8MG,29261,IMP
250MG/5ML,29262,IMP
500MG/5ML,29262,IMP
200MG/5ML,29262,IMP
400MG/5ML,29262,IMP
1GM,29263,IMP
3.75GM,29263,IMP
1.2GM,29263,IMP
1.05GM,29263,IMP
200MG/100ML,29264,IMP
160MG/100ML,29264,IMP
745MG/100ML,29264,IMP
1.2GM,29265,IMP
3.75GM,29265,IMP
10MG/100ML,29266,IMP
160MG/100ML,29266,IMP
25MG/5ML,29267,IMP
250MG/5ML,29267,IMP
320MG/100ML,29268,IMP
800MG/100ML,29268,IMP
30MG/100ML,29268,IMP
900MG/100ML,29268,IMP
250MG/100ML,29268,IMP
2GM/100ML,29269,IMP
1.49GM/100ML,29269,IMP
1GM/100ML,29269,IMP
10MG/100ML,29270,IMP
900MG/100ML,29270,IMP
40MG/100ML,29271,IMP
450MG/100ML,29271,IMP
200MG/100ML,29271,IMP
5.8MG/VIAL,29272,IMP
4MG/VIAL,29272,IMP
4.8MG/VIAL,29272,IMP
3.2MG/VIAL,29272,IMP
450MG/VIAL,29272,IMP
2.4GM/PACKET,29273,IMP
3GM/PACKET,29273,IMP
745MG/100ML,29274,IMP
80MG/100ML,29274,IMP
20MG/100ML,29274,IMP
600MG/PACKET,29275,IMP
500MG/PACKET,29275,IMP
375MG/PACKET,29275,IMP
30MG/PACKET,29275,IMP
15MG/PACKET,29275,IMP
3.125MG,29276,IMP
70MG,29276,IMP
0.044MG,29276,IMP
8.5MG,29276,IMP
100MG,29276,IMP
500MG/ML,29277,IMP
15MG/ML,29277,IMP
3MG/ML,29277,IMP
0.1MG/ML,29277,IMP
6.6MG/ML,29277,IMP
500MG/PACKET,29278,IMP
800MG/PACKET,29278,IMP
1.2GM,29279,IMP
1.05GM,29279,IMP
3.75GM,29279,IMP
