icd_mapping_id,description,fdn_icd10,fdn_icd9
1374-B908,Late effects of tuberculosis of other specified organs,B908,137.4
138-B91,Late effects of acute poliomyelitis,B91,138
1391-B940,Late effects of trachoma,B940,139.1
1398-B948,Late effects of other and unspecified infectious and parasitic diseases,B948,139.8
1401-C001,"Lower lip, vermilion border",C001,140.1
1403-C003,"Upper lip, inner aspect",C003,140.3
1404-C004,"Lower lip, inner aspect",C004,140.4
1405-C005,"Lip, unspecified, inner aspect",C005,140.5
1406-C006,Commissure of lip,C006,140.6
1408-C008,Other sites of lip,C008,140.8
1409-C002,"Lip, unspecified, vermilion border",C002,140.9
1411-C020,Dorsal surface of tongue,C020,141.1
1412-C021,Tip and lateral border of tongue,C021,141.2
1413-C022,Ventral surface of tongue,C022,141.3
1414-C023,"Anterior two-thirds of tongue, part unspecified",C023,141.4
1415-C028,Junctional zone,C028,141.5
1416-C024,Lingual tonsil,C024,141.6
1418-C028,Other sites of tongue,C028,141.8
1419-C029,"Tongue, unspecified",C029,141.9
1421-C080,Submandibular gland,C080,142.1
1422-C081,Sublingual gland,C081,142.2
1429-C089,"Salivary gland, unspecified",C089,142.9
1431-C031,Lower gum,C031,143.1
1438-C039,Other sites of gum,C039,143.8
1439-C039,"Gum, unspecified",C039,143.9
1441-C041,Lateral portion,C041,144.1
1448-C048,Other sites of floor of mouth,C048,144.8
1449-C049,"Floor of mouth, part unspecified",C049,144.9
1451-C061,Vestibule of mouth,C061,145.1
1452-C050,Hard palate,C050,145.2
1453-C051,Soft palate,C051,145.3
1454-C052,Uvula,C052,145.4
1455-C059,"Palate, unspecified",C059,145.5
1456-C062,Retromolar area,C062,145.6
1458-C068,Other specified parts of mouth,C068,145.8
1459-C069,"Mouth, unspecified",C069,145.9
1461-C090,Tonsillar fossa,C090,146.1
1462-C091,Tonsillar pillars (anterior) (posterior),C091,146.2
1463-C100,Vallecula,C100,146.3
1464-C101,Anterior aspect of epiglottis,C101,146.4
1465-C108,Junctional region,C108,146.5
1466-C102,Lateral wall of oropharynx,C102,146.6
1467-C103,Posterior wall of oropharynx,C103,146.7
1468-C108,Other specified sites of oropharynx,C108,146.8
1469-C109,"Oropharynx, unspecified",C109,146.9
1471-C111,Posterior wall,C111,147.1
1472-C112,Lateral wall,C112,147.2
1473-C113,Anterior wall,C113,147.3
1478-C118,Other specified sites of nasopharynx,C118,147.8
1479-C119,"Nasopharynx, unspecified",C119,147.9
1481-C12,Pyriform sinus,C12,148.1
1482-C131,"Aryepiglottic fold, hypopharyngeal aspect",C131,148.2
1483-C132,Posterior hypopharyngeal wall,C132,148.3
1488-C138,Other specified sites of hypopharynx,C138,148.8
1489-C139,"Hypopharynx, unspecified",C139,148.9
1491-C142,Waldeyer's ring,C142,149.1
1498-C148,Other,C148,149.8
1499-C069,Ill-defined,C069,149.9
1503-C153,Upper third of esophagus,C153,150.3
1504-C154,Middle third of esophagus,C154,150.4
1505-C155,Lower third of esophagus,C155,150.5
1509-C159,"Esophagus, unspecified",C159,150.9
1511-C164,Pylorus,C164,151.1
1512-C163,Pyloric antrum,C163,151.2
1513-C161,Fundus of stomach,C161,151.3
1514-C162,Body of stomach,C162,151.4
1515-C165,"Lesser curvature, unspecified",C165,151.5
1516-C166,"Greater curvature, unspecified",C166,151.6
1518-C168,Other specified sites of stomach,C168,151.8
1519-C169,"Stomach, unspecified",C169,151.9
1521-C171,Jejunum,C171,152.1
1522-C172,Ileum,C172,152.2
1523-C173,Meckel's diverticulum,C173,152.3
1528-C178,Other specified sites of small intestine,C178,152.8
1529-C179,"Small intestine, unspecified",C179,152.9
1531-C184,Transverse colon,C184,153.1
1532-C186,Descending colon,C186,153.2
1533-C187,Sigmoid colon,C187,153.3
1534-C180,Cecum,C180,153.4
1535-C181,Appendix,C181,153.5
1536-C182,Ascending colon,C182,153.6
1537-C185,Splenic flexure,C185,153.7
1538-C188,Other specified sites of large intestine,C188,153.8
1539-C189,"Colon, unspecified",C189,153.9
1541-C20,Rectum,C20,154.1
1542-C211,Anal canal,C211,154.2
1543-C210,"Anus, unspecified",C210,154.3
1548-C218,Other,C218,154.8
1551-C221,Intrahepatic bile ducts,C221,155.1
1552-C229,"Liver, not specified as primary or secondary",C229,155.2
1561-C240,Extrahepatic bile ducts,C240,156.1
1562-C241,Ampulla of Vater,C241,156.2
1568-C248,Other specified sites of gallbladder and extrahepatic bile ducts,C248,156.8
1569-C249,"Biliary tract, part unspecified",C249,156.9
1571-C251,Body of pancreas,C251,157.1
1572-C252,Tail of pancreas,C252,157.2
1573-C253,Pancreatic duct,C253,157.3
1574-C254,Islets of Langerhans,C254,157.4
1578-C258,Other specified sites of pancreas,C258,157.8
1579-C259,"Pancreas, part unspecified",C259,157.9
1588-C481,Specified parts of peritoneum,C481,158.8
1589-C482,"Peritoneum, unspecified",C482,158.9
1591-C261,"Spleen, not elsewhere classified",C261,159.1
1599-C269,Ill-defined,C269,159.9
1601-C301,"Auditory tube, middle ear, and mastoid air cells",C301,160.1
1602-C310,Maxillary sinus,C310,160.2
1603-C311,Ethmoidal sinus,C311,160.3
1604-C312,Frontal sinus,C312,160.4
1605-C313,Sphenoidal sinus,C313,160.5
1608-C318,Other,C318,160.8
1609-C319,"Accessory sinus, unspecified",C319,160.9
1611-C321,Supraglottis,C321,161.1
1612-C322,Subglottis,C322,161.2
1613-C323,Laryngeal cartilages,C323,161.3
1618-C328,Other specified sites of larynx,C328,161.8
1619-C329,"Larynx, unspecified",C329,161.9
1622-C340,Main bronchus,C340,162.2
1623-C341,"Upper lobe, bronchus or lung",C341,162.3
1624-C342,"Middle lobe, bronchus or lung",C342,162.4
1625-C343,"Lower lobe, bronchus or lung",C343,162.5
1628-C348,Other parts of bronchus or lung,C348,162.8
1629-C349,"Bronchus and lung, unspecified",C349,162.9
1631-C384,Visceral pleura,C384,163.1
1638-C388,Other specified sites of pleura,C388,163.8
1639-C384,"Pleura, unspecified",C384,163.9
1641-C380,Heart,C380,164.1
1642-C381,Anterior mediastinum,C381,164.2
1643-C382,Posterior mediastinum,C382,164.3
1648-C388,Other,C388,164.8
1649-C383,"Mediastinum, part unspecified",C383,164.9
1659-C399,Ill-defined sites within the respiratory system,C399,165.9
1702-C412,"Vertebral column, excluding sacrum and coccyx",C412,170.2
1703-C413,"Ribs, sternum, and clavicle",C413,170.3
1704-C400,Scapula and long bones of upper limb,C400,170.4
1705-C401,Short bones of upper limb,C401,170.5
1706-C414,"Pelvic bones, sacrum, and coccyx",C414,170.6
1707-C402,Long bones of lower limb,C402,170.7
1708-C403,Short bones of lower limb,C403,170.8
1709-C409,"Bone and articular cartilage, site unspecified",C409,170.9
1712-C491,"Upper limb, including shoulder",C491,171.2
1713-C492,"Lower limb, including hip",C492,171.3
1714-C493,Thorax,C493,171.4
1715-C494,Abdomen,C494,171.5
1716-C495,Pelvis,C495,171.6
1717-C496,"Trunk, unspecified",C496,171.7
1718-C498,Other specified sites of connective and other soft tissue,C498,171.8
1719-C499,"Connective and other soft tissue, site unspecified",C499,171.9
1721-C431,"Eyelid, including canthus",C431,172.1
1722-C432,Ear and external auditory canal,C432,172.2
1723-C433,Other and unspecified parts of face,C433,172.3
1724-C434,Scalp and neck,C434,172.4
1725-C435,"Trunk, except scrotum",C435,172.5
1726-C436,"Upper limb, including shoulder",C436,172.6
1727-C437,"Lower limb, including hip",C437,172.7
1728-C438,Other specified sites of skin,C438,172.8
1729-C439,"Melanoma of skin, site unspecified",C439,172.9
1731-C441,"Eyelid, including canthus",C441,173.1
1732-C442,Skin of ear and external auditory canal,C442,173.2
1733-C443,Skin of other and unspecified parts of face,C443,173.3
1734-C444,Scalp and skin of neck,C444,173.4
1735-C445,"Skin of trunk, except scrotum",C445,173.5
1736-C446,"Skin of upper limb, including shoulder",C446,173.6
1737-C447,"Skin of lower limb, including hip",C447,173.7
1738-C448,Other specified sites of skin,C448,173.8
1739-C449,"Skin, site unspecified",C449,173.9
1741-C501,Central portion,C501,174.1
1742-C502,Upper-inner quadrant,C502,174.2
1743-C503,Lower-inner quadrant,C503,174.3
1744-C504,Upper-outer quadrant,C504,174.4
1745-C505,Lower-outer quadrant,C505,174.5
1746-C506,Axillary tail,C506,174.6
1748-C508,Other specified sites of female breast,C508,174.8
1749-C509,"Breast (female), unspecified",C509,174.9
1759-C508,Other and unspecified sites of male breast,C508,175.9
1761-C461,Soft tissue,C461,176.1
1762-C462,Palate,C462,176.2
1763-C269,Gastrointestinal sites,C269,176.3
1764-C349,Lung,C349,176.4
1765-C463,Lymph nodes,C463,176.5
1768-C467,Other specified sites,C467,176.8
1769-C469,Unspecified,C469,176.9
179-C55,"Malignant neoplasm of uterus, part unspecified",C55,179
1801-C531,Exocervix,C531,180.1
1808-C538,Other specified sites of cervix,C538,180.8
1809-C539,"Cervix uteri, unspecified",C539,180.9
181-C58,Malignant neoplasm of placenta,C58,181
1821-C540,Isthmus,C540,182.1
1828-C548,Other specified sites of body of uterus,C548,182.8
1832-C570,Fallopian tube,C570,183.2
1833-C571,Broad ligament,C571,183.3
1834-C573,Parametrium,C573,183.4
1835-C572,Round ligament,C572,183.5
1838-C574,Other specified sites of uterine adnexa,C574,183.8
1839-C574,"Uterine adnexa, unspecified",C574,183.9
1841-C510,Labia majora,C510,184.1
1842-C511,Labia minora,C511,184.2
1843-C512,Clitoris,C512,184.3
1844-C519,"Vulva, unspecified",C519,184.4
1848-C578,Other specified sites of female genital organs,C578,184.8
1849-C579,"Female genital organ, site unspecified",C579,184.9
185-C61,Malignant neoplasm of prostate,C61,185
1869-C629,Other and unspecified testis,C629,186.9
1871-C600,Prepuce,C600,187.1
1872-C601,Glans penis,C601,187.2
1873-C602,Body of penis,C602,187.3
1874-C609,"Penis, part unspecified",C609,187.4
1875-C630,Epididymis,C630,187.5
1876-C631,Spermatic cord,C631,187.6
1877-C632,Scrotum,C632,187.7
1878-C638,Other specified sites of male genital organs,C638,187.8
1879-C639,"Male genital organ, site unspecified",C639,187.9
1881-C671,Dome of urinary bladder,C671,188.1
1882-C672,Lateral wall of urinary bladder,C672,188.2
1883-C673,Anterior wall of urinary bladder,C673,188.3
1884-C674,Posterior wall of urinary bladder,C674,188.4
1885-C675,Bladder neck,C675,188.5
1886-C676,Ureteric orifice,C676,188.6
1887-C677,Urachus,C677,188.7
1888-C678,Other specified sites of bladder,C678,188.8
1889-C679,"Bladder, part unspecified",C679,188.9
1891-C65,Renal pelvis,C65,189.1
1892-C66,Ureter,C66,189.2
1893-C680,Urethra,C680,189.3
1894-C681,Paraurethral glands,C681,189.4
1898-C688,Other specified sites of urinary organs,C688,189.8
1899-C689,"Urinary organ, site unspecified",C689,189.9
1901-C696,Orbit,C696,190.1
1902-C695,Lacrimal gland,C695,190.2
1903-C690,Conjunctiva,C690,190.3
1904-C691,Cornea,C691,190.4
1905-C692,Retina,C692,190.5
1906-C693,Choroid,C693,190.6
1907-C695,Lacrimal duct,C695,190.7
1908-C698,Other specified sites of eye,C698,190.8
1909-C699,"Eye, part unspecified",C699,190.9
1911-C711,Frontal lobe,C711,191.1
1912-C712,Temporal lobe,C712,191.2
1913-C713,Parietal lobe,C713,191.3
1914-C714,Occipital lobe,C714,191.4
1915-C715,Ventricles,C715,191.5
1916-C716,Cerebellum NOS,C716,191.6
1917-C717,Brain stem,C717,191.7
1918-C718,Other parts of brain,C718,191.8
1919-C719,"Brain, unspecified",C719,191.9
1921-C700,Cerebral meninges,C700,192.1
1922-C720,Spinal cord,C720,192.2
1923-C701,Spinal meninges,C701,192.3
1929-C729,"Nervous system, part unspecified",C729,192.9
193-C73,Malignant neoplasm of thyroid gland,C73,193
1941-C750,Parathyroid gland,C750,194.1
1943-C751,Pituitary gland and craniopharyngeal duct,C751,194.3
1944-C753,Pineal gland,C753,194.4
1945-C754,Carotid body,C754,194.5
2131-D165,Lower jaw bone,D165,213.1
1946-C755,Aortic body and other paraganglia,C755,194.6
1948-C758,Other,C758,194.8
1949-C759,"Endocrine gland, site unspecified",C759,194.9
1951-C761,Thorax,C761,195.1
1952-C762,Abdomen,C762,195.2
1953-C763,Pelvis,C763,195.3
1954-C764,Upper limb,C764,195.4
1955-C765,Lower limb,C765,195.5
1961-C771,Intrathoracic lymph nodes,C771,196.1
1962-C772,Intra-abdominal lymph nodes,C772,196.2
1963-C773,Lymph nodes of axilla and upper limb,C773,196.3
1965-C774,Lymph nodes of inguinal region and lower limb,C774,196.5
1966-C775,Intrapelvic lymph nodes,C775,196.6
1968-C778,Lymph nodes of multiple sites,C778,196.8
1969-C779,Site unspecified,C779,196.9
1971-C781,Mediastinum,C781,197.1
1972-C782,Pleura,C782,197.2
1973-C783,Other respiratory organs,C783,197.3
1974-C784,"Small intestine, including duodenum",C784,197.4
1975-C785,Large intestine and rectum,C785,197.5
1976-C786,Retroperitoneum and peritoneum,C786,197.6
1977-C787,"Liver, specified as secondary",C787,197.7
1978-C788,Other digestive organs and spleen,C788,197.8
1981-C791,Other urinary organs,C791,198.1
1982-C792,Skin,C792,198.2
1983-C793,Brain and spinal cord,C793,198.3
1984-C794,Other parts of nervous system,C794,198.4
1985-C795,Bone and bone marrow,C795,198.5
1986-C796,Ovary,C796,198.6
1987-C797,Adrenal gland,C797,198.7
19881-C7981,Breast,C7981,198.81
19882-C7982,Genital organs,C7982,198.82
1991-C80,Other,C80,199.1
2101-D101,Tongue,D101,210.1
2102-D119,Major salivary glands,D119,210.2
2103-D102,Floor of mouth,D102,210.3
2104-D103,Other and unspecified parts of mouth,D103,210.4
2105-D104,Tonsil,D104,210.5
2106-D105,Other parts of oropharynx,D105,210.6
2107-D106,Nasopharynx,D106,210.7
2108-D107,Hypopharynx,D107,210.8
2109-D109,"Pharynx, unspecified",D109,210.9
2111-D131,Stomach,D131,211.1
2112-D132,"Duodenum, jejunum, and ileum",D132,211.2
2113-D126,Colon,D126,211.3
2114-D129,Rectum and anal canal,D129,211.4
2115-D134,Liver and biliary passages,D134,211.5
2116-D136,"Pancreas, except islets of Langerhans",D136,211.6
2117-D137,Islets of Langerhans,D137,211.7
2118-D200,Retroperitoneum and peritoneum,D200,211.8
2119-D139,Other and unspecified site,D139,211.9
2121-D141,Larynx,D141,212.1
2122-D142,Trachea,D142,212.2
2123-D143,Bronchus and lung,D143,212.3
2124-D157,Pleura,D157,212.4
2125-D152,Mediastinum,D152,212.5
2126-D150,Thymus,D150,212.6
2127-D151,Heart,D151,212.7
2128-D157,Other specified sites,D157,212.8
2129-D144,Site unspecified,D144,212.9
2132-D166,"Vertebral column, excluding sacrum and coccyx",D166,213.2
2133-D167,"Ribs, sternum, and clavicle",D167,213.3
2134-D160,Scapula and long bones of upper limb,D160,213.4
2135-D161,Short bones of upper limb,D161,213.5
2136-D168,"Pelvic bones, sacrum, and coccyx",D168,213.6
2137-D162,Long bones of lower limb,D162,213.7
2138-D163,Short bones of lower limb,D163,213.8
2139-D169,"Bone and articular cartilage, site unspecified",D169,213.9
2141-D173,Other skin and subcutaneous tissue,D173,214.1
2142-D174,Intrathoracic organs,D174,214.2
2143-D175,Intra-abdominal organs,D175,214.3
2144-D176,Spermatic cord,D176,214.4
2148-D177,Other specified sites,D177,214.8
2149-D179,"Lipoma, unspecified site",D179,214.9
2152-D211,"Upper limb, including shoulder",D211,215.2
2153-D212,"Lower limb, including hip",D212,215.3
2154-D213,Thorax,D213,215.4
2155-D214,Abdomen,D214,215.5
2156-D215,Pelvis,D215,215.6
2157-D216,"Trunk, unspecified",D216,215.7
2158-D219,Other specified sites,D219,215.8
2159-D219,Site unspecified,D219,215.9
2161-D221,"Eyelid, including canthus",D221,216.1
2162-D222,Ear and external auditory canal,D222,216.2
2163-D223,Skin of other and unspecified parts of face,D223,216.3
2164-D224,Scalp and skin of neck,D224,216.4
2165-D225,"Skin of trunk, except scrotum",D225,216.5
2166-D226,"Skin of upper limb, including shoulder",D226,216.6
2167-D227,"Skin of lower limb, including hip",D227,216.7
2168-D239,Other specified sites of skin,D239,216.8
2169-D229,"Skin, site unspecified",D229,216.9
217-D24,Benign neoplasm of breast,D24,217
2181-D251,Intramural leiomyoma of uterus,D251,218.1
2182-D252,Subserous leiomyoma of uterus,D252,218.2
2189-D259,"Leiomyoma of uterus, unspecified",D259,218.9
2191-D261,Corpus uteri,D261,219.1
2198-D267,Other specified parts of uterus,D267,219.8
2199-D269,"Uterus, part unspecified",D269,219.9
220-D27,Benign neoplasm of ovary,D27,220
2211-D281,Vagina,D281,221.1
2212-D280,Vulva,D280,221.2
2218-D287,Other specified sites of female genital organs,D287,221.8
2219-D289,"Female genital organ, site unspecified",D289,221.9
2221-D290,Penis,D290,222.1
2222-D291,Prostate,D291,222.2
2223-D293,Epididymis,D293,222.3
2224-D294,Scrotum,D294,222.4
2229-D299,"Male genital organ, site unspecified",D299,222.9
2231-D301,Renal pelvis,D301,223.1
2232-D302,Ureter,D302,223.2
2233-D303,Bladder,D303,223.3
22381-D304,Urethra,D304,223.81
2239-D309,"Urinary organ, site unspecified",D309,223.9
2241-D316,Orbit,D316,224.1
2242-D315,Lacrimal gland,D315,224.2
2243-D310,Conjunctiva,D310,224.3
2244-D311,Cornea,D311,224.4
2245-D312,Retina,D312,224.5
2246-D313,Choroid,D313,224.6
2247-D315,Lacrimal duct,D315,224.7
2248-D319,Other specified parts of eye,D319,224.8
2249-D319,"Eye, part unspecified",D319,224.9
2251-D333,Cranial nerves,D333,225.1
2252-D320,Cerebral meninges,D320,225.2
2253-D334,Spinal cord,D334,225.3
2254-D321,Spinal meninges,D321,225.4
2258-D337,Other specified sites of nervous system,D337,225.8
2259-D339,"Nervous system, part unspecified",D339,225.9
226-D34,Benign neoplasm of thyroid glands,D34,226
2271-D351,Parathyroid gland,D351,227.1
2273-D352,Pituitary gland and craniopharyngeal duct (pouch),D352,227.3
2274-D354,Pineal gland,D354,227.4
2275-D355,Carotid body,D355,227.5
2276-D356,Aortic body and other paraganglia,D356,227.6
2278-D357,Other,D357,227.8
2279-D359,"Endocrine gland, site unspecified",D359,227.9
22801-D1801,Of skin and subcutaneous tissue,D1801,228.01
22802-D1802,Of intracranial structures,D1802,228.02
22803-H350,Of retina,H350,228.03
22809-D1800,Of other sites,D1800,228.09
2281-D181,"Lymphangioma, any site",D181,228.1
2298-D367,Other specified sites,D367,229.8
2299-D369,Site unspecified,D369,229.9
2301-D001,Esophagus,D001,230.1
2302-D002,Stomach,D002,230.2
2303-D010,Colon,D010,230.3
2304-D012,Rectum,D012,230.4
2305-D013,Anal canal,D013,230.5
2306-D013,"Anus, unspecified",D013,230.6
2307-D014,Other and unspecified parts of intestine,D014,230.7
2308-D015,Liver and biliary system,D015,230.8
2309-D017,Other and unspecified digestive organs,D017,230.9
2311-D021,Trachea,D021,231.1
2312-D022,Bronchus and lung,D022,231.2
2318-D023,Other specified parts of respiratory system,D023,231.8
2319-D024,"Respiratory system, part unspecified",D024,231.9
2321-D041,"Eyelid, including canthus",D041,232.1
2322-D042,Ear and external auditory canal,D042,232.2
2323-D043,Skin of other and unspecified parts of face,D043,232.3
2324-D044,Scalp and skin of neck,D044,232.4
2325-D045,"Skin of trunk, except scrotum",D045,232.5
2326-D046,"Skin of upper limb, including shoulder",D046,232.6
2327-D047,"Skin of lower limb, including hip",D047,232.7
2328-D048,Other specified sites of skin,D048,232.8
2329-D049,"Skin, site unspecified",D049,232.9
2331-D069,Cervix uteri,D069,233.1
2332-D073,Other and unspecified parts of uterus,D073,233.2
2333-D073,Other and unspecified female genital organs,D073,233.3
