id,order_number,short_description,long_description,formatted_icd10_code,FDN_parenticd10
Z520,,Blood donor,Blood donor,Z52.0,Z52
M25262,,"Flail joint, left knee","Flail joint, left knee",M25.262,M2526
M25269,,"Flail joint, unspecified knee","Flail joint, unspecified knee",M25.269,M2526
M2527,,"Flail joint, ankle and foot","Flail joint, ankle and foot",M25.27,M252
M25473,,"Effusion, unspecified ankle","Effusion, unspecified ankle",M25.473,M2547
M25474,,"Effusion, right foot","Effusion, right foot",M25.474,M2547
M25475,,"Effusion, left foot","Effusion, left foot",M25.475,M2547
M25476,,"Effusion, unspecified foot","Effusion, unspecified foot",M25.476,M2547
M2548,,"Effusion, other site","Effusion, other site",M25.48,M254
M2550,,Pain in unspecified joint,Pain in unspecified joint,M25.50,M255
W2111,,Struck by baseball bat,Struck by baseball bat,W21.11,W211
M2551,,Pain in shoulder,Pain in shoulder,M25.51,M255
W53,,Contact with rodent,Contact with rodent,W53,
M25511,,Pain in right shoulder,Pain in right shoulder,M25.511,M2551
M25512,,Pain in left shoulder,Pain in left shoulder,M25.512,M2551
M25519,,Pain in unspecified shoulder,Pain in unspecified shoulder,M25.519,M2551
M2552,,Pain in elbow,Pain in elbow,M25.52,M255
M25521,,Pain in right elbow,Pain in right elbow,M25.521,M2552
A030,,Shigellosis due to Shigella dysenteriae,Shigellosis due to Shigella dysenteriae,A03.0,A03
A031,,Shigellosis due to Shigella flexneri,Shigellosis due to Shigella flexneri,A03.1,A03
A032,,Shigellosis due to Shigella boydii,Shigellosis due to Shigella boydii,A03.2,A03
A033,,Shigellosis due to Shigella sonnei,Shigellosis due to Shigella sonnei,A03.3,A03
A038,,Other shigellosis,Other shigellosis,A03.8,A03
A039,,"Shigellosis, unspecified","Shigellosis, unspecified",A03.9,A03
A04,,Other bacterial intestinal infections,Other bacterial intestinal infections,A04,
A040,,Enteropathogenic Escherichia coli infection,Enteropathogenic Escherichia coli infection,A04.0,A04
A041,,Enterotoxigenic Escherichia coli infection,Enterotoxigenic Escherichia coli infection,A04.1,A04
A042,,Enteroinvasive Escherichia coli infection,Enteroinvasive Escherichia coli infection,A04.2,A04
A043,,Enterohemorrhagic Escherichia coli infection,Enterohemorrhagic Escherichia coli infection,A04.3,A04
A044,,Other intestinal Escherichia coli infections,Other intestinal Escherichia coli infections,A04.4,A04
A045,,Campylobacter enteritis,Campylobacter enteritis,A04.5,A04
A046,,Enteritis due to Yersinia enterocolitica,Enteritis due to Yersinia enterocolitica,A04.6,A04
A047,,Enterocolitis due to Clostridium difficile,Enterocolitis due to Clostridium difficile,A04.7,A04
A048,,Other specified bacterial intestinal infections,Other specified bacterial intestinal infections,A04.8,A04
A049,,"Bacterial intestinal infection, unspecified","Bacterial intestinal infection, unspecified",A04.9,A04
A05,,"Oth bacterial foodborne intoxications, NEC","Other bacterial foodborne intoxications, not elsewhere classified",A05,
A050,,Foodborne staphylococcal intoxication,Foodborne staphylococcal intoxication,A05.0,A05
A051,,Botulism food poisoning,Botulism food poisoning,A05.1,A05
A052,,Foodborne Clostridium perfringens intoxication,Foodborne Clostridium perfringens [Clostridium welchii] intoxication,A05.2,A05
A053,,Foodborne Vibrio parahaemolyticus intoxication,Foodborne Vibrio parahaemolyticus intoxication,A05.3,A05
A054,,Foodborne Bacillus cereus intoxication,Foodborne Bacillus cereus intoxication,A05.4,A05
Z985,,Sterilization status,Sterilization status,Z98.5,Z98
A57,,Chancroid,Chancroid,A57,
B05,,Measles,Measles,B05,
B3742,,Candidal balanitis,Candidal balanitis,B37.42,B374
B6799,,Other echinococcosis,Other echinococcosis,B67.99,B679
B86,,Scabies,Scabies,B86,
C46,,Kaposi's sarcoma,Kaposi's sarcoma,C46,
C51,,Malignant neoplasm of vulva,Malignant neoplasm of vulva,C51,
C81,,Hodgkin lymphoma,Hodgkin lymphoma,C81,
C882,,Heavy chain disease,Heavy chain disease,C88.2,C88
C914,,Hairy cell leukemia,Hairy cell leukemia,C91.4,C91
D70,,Neutropenia,Neutropenia,D70,
E26,,Hyperaldosteronism,Hyperaldosteronism,E26,
F31,,Bipolar disorder,Bipolar disorder,F31,
G4483,,Primary cough headache,Primary cough headache,G44.83,G448
H05,,Disorders of orbit,Disorders of orbit,H05,
H1583,,Staphyloma posticum,Staphyloma posticum,H15.83,H158
H1611,,Macular keratitis,Macular keratitis,H16.11,H161
H210,,Hyphema,Hyphema,H21.0,H21
H2125,,Iridoschisis,Iridoschisis,H21.25,H212
H30,,Chorioretinal inflammation,Chorioretinal inflammation,H30,
H4083,,Aqueous misdirection,Aqueous misdirection,H40.83,H408
H5051,,Esophoria,Esophoria,H50.51,H505
H49,,Paralytic strabismus,Paralytic strabismus,H49,
H5005,,Alternating esotropia,Alternating esotropia,H50.05,H500
H5112,,Convergence excess,Convergence excess,H51.12,H511
H5353,,Deuteranomaly,Deuteranomaly,H53.53,H535
S0441,,"Injury of abducent nerve, right side","Injury of abducent nerve, right side",S04.41,S044
S0631,,Contusion and laceration of right cerebrum,Contusion and laceration of right cerebrum,S06.31,S063
B457,,Disseminated cryptococcosis,Disseminated cryptococcosis,B45.7,B45
S069,,Unspecified intracranial injury,Unspecified intracranial injury,S06.9,S06
S070,,Crushing injury of face,Crushing injury of face,S07.0,S07
S1011,,Abrasion of throat,Abrasion of throat,S10.11,S101
S222,,Fracture of sternum,Fracture of sternum,S22.2,S22
S12112,,Nondisplaced Type II dens fracture,Nondisplaced Type II dens fracture,S12.112,S1211
S124,,Fracture of fifth cervical vertebra,Fracture of fifth cervical vertebra,S12.4,S12
S31815,,Open bite of right buttock,Open bite of right buttock,S31.815,S3181
S26,,Injury of heart,Injury of heart,S26,
D151,,Benign neoplasm of heart,Benign neoplasm of heart,D15.1,D15
S20,,Superficial injury of thorax,Superficial injury of thorax,S20,
S2041,,Abrasion of back wall of thorax,Abrasion of back wall of thorax,S20.41,S204
S2105,,Open bite of breast,Open bite of breast,S21.05,S210
D72825,,Bandemia,Bandemia,D72.825,D7282
E248,,Other Cushing's syndrome,Other Cushing's syndrome,E24.8,E24
S303XXS,,"Contusion of anus, sequela","Contusion of anus, sequela",S30.3XXS,S303
H690,,Patulous Eustachian tube,Patulous Eustachian tube,H69.0,H69
K642,,Third degree hemorrhoids,Third degree hemorrhoids,K64.2,K64
S3215XS,,"Type 2 fracture of sacrum, sequela","Type 2 fracture of sacrum, sequela",S32.15XS,S3215
S34132,,Incomplete lesion of sacral spinal cord,Incomplete lesion of sacral spinal cord,S34.132,S3413
S350,,Injury of abdominal aorta,Injury of abdominal aorta,S35.0,S35
S3531,,Injury of portal vein,Injury of portal vein,S35.31,S353
S3602,,Contusion of spleen,Contusion of spleen,S36.02,S360
S40811,,Abrasion of right upper arm,Abrasion of right upper arm,S40.811,S4081
S4105,,Open bite of shoulder,Open bite of shoulder,S41.05,S410
S4201,,Fracture of sternal end of clavicle,Fracture of sternal end of clavicle,S42.01,S420
S4213,,Fracture of coracoid process,Fracture of coracoid process,S42.13,S421
Q540,,"Hypospadias, balanic","Hypospadias, balanic",Q54.0,Q54
W55,,Contact with other mammals,Contact with other mammals,W55,
Q541,,"Hypospadias, penile","Hypospadias, penile",Q54.1,Q54
R1031,,Right lower quadrant pain,Right lower quadrant pain,R10.31,R103
S434,,Sprain of shoulder joint,Sprain of shoulder joint,S43.4,S43
S441,,Injury of median nerve at upper arm level,Injury of median nerve at upper arm level,S44.1,S44
S444,,Injury of musculocutaneous nerve,Injury of musculocutaneous nerve,S44.4,S44
S500,,Contusion of elbow,Contusion of elbow,S50.0,S50
S534,,Sprain of elbow,Sprain of elbow,S53.4,S53
S71052,,"Open bite, left hip","Open bite, left hip",S71.052,S7105
R6884,,Jaw pain,Jaw pain,R68.84,R688
S548,,Injury of other nerves at forearm level,Injury of other nerves at forearm level,S54.8,S54
S52372,,Galeazzi's fracture of left radius,Galeazzi's fracture of left radius,S52.372,S5237
S52562,,Barton's fracture of left radius,Barton's fracture of left radius,S52.562,S5256
S5349,,Other sprain of elbow,Other sprain of elbow,S53.49,S534
V9314,,Other burn on board sailboat,Other burn on board sailboat,V93.14,V931
S60212S,,"Contusion of left wrist, sequela","Contusion of left wrist, sequela",S60.212S,S6021
W5609,,Other contact with dolphin,Other contact with dolphin,W56.09,W560
W6102XA,,"Struck by parrot, initial encounter","Struck by parrot, initial encounter",W61.02XA,W6102
W5529XS,,"Other contact with cow, sequela","Other contact with cow, sequela",W55.29XS,W5529
W5532,,Struck by other hoof stock,Struck by other hoof stock,W55.32,W553
S63618,,Unspecified sprain of other finger,Unspecified sprain of other finger,S63.618,S6361
W6162,,Struck by duck,Struck by duck,W61.62,W616
S631,,Subluxation and dislocation of thumb,Subluxation and dislocation of thumb,S63.1,S63
S64,,Injury of nerves at wrist and hand level,Injury of nerves at wrist and hand level,S64,
S643,,Injury of digital nerve of thumb,Injury of digital nerve of thumb,S64.3,S64
S654,,Injury of blood vessel of thumb,Injury of blood vessel of thumb,S65.4,S65
S67198,,Crushing injury of other finger,Crushing injury of other finger,S67.198,S6719
S711,,Open wound of thigh,Open wound of thigh,S71.1,S71
S7110,,Unspecified open wound of thigh,Unspecified open wound of thigh,S71.10,S711
S70372,,Other superficial bite of left thigh,Other superficial bite of left thigh,S70.372,S7037
T677XXA,,"Heat edema, initial encounter","Heat edema, initial encounter",T67.7XXA,T677
S71159S,,"Open bite, unspecified thigh, sequela","Open bite, unspecified thigh, sequela",S71.159S,S7115
W5632,,Struck by other marine mammals,Struck by other marine mammals,W56.32,W563
X36,,"Avalanche, landslide and other earth movements","Avalanche, landslide and other earth movements",X36,
S7247,,Torus fracture of lower end of femur,Torus fracture of lower end of femur,S72.47,S724
S7311,,Iliofemoral ligament sprain of hip,Iliofemoral ligament sprain of hip,S73.11,S731
V9324XS,,"Heat exposure on board sailboat, sequela","Heat exposure on board sailboat, sequela",V93.24XS,V9324
S750,,Injury of femoral artery,Injury of femoral artery,S75.0,S75
W5812,,Struck by crocodile,Struck by crocodile,W58.12,W581
S798,,Other specified injuries of hip and thigh,Other specified injuries of hip and thigh,S79.8,S79
S800,,Contusion of knee,Contusion of knee,S80.0,S80
S8021,,Abrasion of knee,Abrasion of knee,S80.21,S802
S810,,Open wound of knee,Open wound of knee,S81.0,S81
S8211,,Fracture of tibial spine,Fracture of tibial spine,S82.11,S821
S8214,,Bicondylar fracture of tibia,Bicondylar fracture of tibia,S82.14,S821
F141,,Cocaine abuse,Cocaine abuse,F14.1,F14
S8249,,Other fracture of shaft of fibula,Other fracture of shaft of fibula,S82.49,S824
V9335,,Fall on board canoe or kayak,Fall on board canoe or kayak,V93.35,V933
S8285,,Trimalleolar fracture of lower leg,Trimalleolar fracture of lower leg,S82.85,S828
S8286,,Maisonneuve's fracture,Maisonneuve's fracture,S82.86,S828
S839,,Sprain of unspecified site of knee,Sprain of unspecified site of knee,S83.9,S83
S855,,Injury of popliteal vein,Injury of popliteal vein,S85.5,S85
T18,,Foreign body in alimentary tract,Foreign body in alimentary tract,T18,
S9041,,Abrasion of toe,Abrasion of toe,S90.41,S904
S892,,Physeal fracture of upper end of fibula,Physeal fracture of upper end of fibula,S89.2,S89
S900,,Contusion of ankle,Contusion of ankle,S90.0,S90
S9105,,Open bite of ankle,Open bite of ankle,S91.05,S910
S912,,Open wound of toe with damage to nail,Open wound of toe with damage to nail,S91.2,S91
Z72820,,Sleep deprivation,Sleep deprivation,Z72.820,Z7282
S9205,,Other extraarticular fracture of calcaneus,Other extraarticular fracture of calcaneus,S92.05,S920
T2365,,Corrosion of second degree of palm,Corrosion of second degree of palm,T23.65,T236
S9213,,Fracture of posterior process of talus,Fracture of posterior process of talus,S92.13,S921
S9214,,Dome fracture of talus,Dome fracture of talus,S92.14,S921
S9219,,Other fracture of talus,Other fracture of talus,S92.19,S921
S9241,,Fracture of proximal phalanx of great toe,Fracture of proximal phalanx of great toe,S92.41,S924
S934,,Sprain of ankle,Sprain of ankle,S93.4,S93
S9350,,Unspecified sprain of toe,Unspecified sprain of toe,S93.50,S935
S95,,Injury of blood vessels at ankle and foot level,Injury of blood vessels at ankle and foot level,S95,
S9782XS,,"Crushing injury of left foot, sequela","Crushing injury of left foot, sequela",S97.82XS,S9782
V00211,,Fall from ice-skates,Fall from ice-skates,V00.211,V0021
T149,,Unspecified injury,Unspecified injury,T14.9,T14
T1722,,Food in pharynx,Food in pharynx,T17.22,T172
T1739,,Other foreign object in larynx,Other foreign object in larynx,T17.39,T173
T2032,,Burn of third degree of lip(s),Burn of third degree of lip(s),T20.32,T203
T2037,,Burn of third degree of neck,Burn of third degree of neck,T20.37,T203
T2062,,Corrosion of second degree of lip(s),Corrosion of second degree of lip(s),T20.62,T206
T43615,,Adverse effect of caffeine,Adverse effect of caffeine,T43.615,T4361
T2115,,Burn of first degree of buttock,Burn of first degree of buttock,T21.15,T211
T2224,,Burn of second degree of axilla,Burn of second degree of axilla,T22.24,T222
T2234,,Burn of third degree of axilla,Burn of third degree of axilla,T22.34,T223
T2325,,Burn of second degree of palm,Burn of second degree of palm,T23.25,T232
W6109XS,,"Other contact with parrot, sequela","Other contact with parrot, sequela",W61.09XS,W6109
T2357,,Corrosion of first degree of wrist,Corrosion of first degree of wrist,T23.57,T235
T2462,,Corrosion of second degree of knee,Corrosion of second degree of knee,T24.62,T246
T2541,,Corrosion of unspecified degree of ankle,Corrosion of unspecified degree of ankle,T25.41,T254
T255,,Corrosion of first degree of ankle and foot,Corrosion of first degree of ankle and foot,T25.5,T25
T368X6,,Underdosing of other systemic antibiotics,Underdosing of other systemic antibiotics,T36.8X6,T368X
T382X,,Antithyroid drugs,"Poisoning by, adverse effect of and underdosing of antithyroid drugs",T38.2X,T382
T400X3,,"Poisoning by opium, assault","Poisoning by opium, assault",T40.0X3,T400X
T424X5,,Adverse effect of benzodiazepines,Adverse effect of benzodiazepines,T42.4X5,T424X
T83122,,Displacement of urinary stent,Displacement of urinary stent,T83.122,T8312
A03,,Shigellosis,Shigellosis,A03,
I67,,Other cerebrovascular diseases,Other cerebrovascular diseases,I67,
I75,,Atheroembolism,Atheroembolism,I75,
J02,,Acute pharyngitis,Acute pharyngitis,J02,
J219,,"Acute bronchiolitis, unspecified","Acute bronchiolitis, unspecified",J21.9,J21
T484,,Expectorants,"Poisoning by, adverse effect of and underdosing of expectorants",T48.4,T48
J86,,Pyothorax,Pyothorax,J86,
T491X5,,Adverse effect of antipruritics,Adverse effect of antipruritics,T49.1X5,T491X
K9432,,Esophagostomy infection,Esophagostomy infection,K94.32,K943
T4993,,"Poisoning by unspecified topical agent, assault","Poisoning by unspecified topical agent, assault",T49.93,T499
L10,,Pemphigus,Pemphigus,L10,
T521,,Toxic effects of benzene,Toxic effects of benzene,T52.1,T52
T523,,Toxic effects of glycols,Toxic effects of glycols,T52.3,T52
T55,,Toxic effect of soaps and detergents,Toxic effect of soaps and detergents,T55,
T551X3,,"Toxic effect of detergents, assault","Toxic effect of detergents, assault",T55.1X3,T551X
T573,,Toxic effect of hydrogen cyanide,Toxic effect of hydrogen cyanide,T57.3,T57
W6119XA,,"Other contact with macaw, initial encounter","Other contact with macaw, initial encounter",W61.19XA,W6119
T594,,Toxic effect of chlorine gas,Toxic effect of chlorine gas,T59.4,T59
C222,,Hepatoblastoma,Hepatoblastoma,C22.2,C22
K40,,Inguinal hernia,Inguinal hernia,K40,
R413,,Other amnesia,Other amnesia,R41.3,R41
I891,,Lymphangitis,Lymphangitis,I89.1,I89
A1803,,Tuberculosis of other bones,Tuberculosis of other bones,A18.03,A180
A3682,,Diphtheritic radiculomyelitis,Diphtheritic radiculomyelitis,A36.82,A368
A3683,,Diphtheritic polyneuritis,Diphtheritic polyneuritis,A36.83,A368
A691,,Other Vincent's infections,Other Vincent's infections,A69.1,A69
A6921,,Meningitis due to Lyme disease,Meningitis due to Lyme disease,A69.21,A692
O923,,Agalactia,Agalactia,O92.3,O92
A8183,,Fatal familial insomnia,Fatal familial insomnia,A81.83,A818
A959,,"Yellow fever, unspecified","Yellow fever, unspecified",A95.9,A95
S05,,Injury of eye and orbit,Injury of eye and orbit,S05,
A0103,,Typhoid pneumonia,Typhoid pneumonia,A01.03,A010
A00,,Cholera,Cholera,A00,
Y93B3,,"Activity, free weights","Activity, free weights",Y93.B3,Y93B
A96,,Arenaviral hemorrhagic fever,Arenaviral hemorrhagic fever,A96,
W2102,,Struck by soccer ball,Struck by soccer ball,W21.02,W210
A960,,Junin hemorrhagic fever,Junin hemorrhagic fever,A96.0,A96
A961,,Machupo hemorrhagic fever,Machupo hemorrhagic fever,A96.1,A96
A962,,Lassa fever,Lassa fever,A96.2,A96
W1839,,Other fall on same level,Other fall on same level,W18.39,W183
B3789,,Other sites of candidiasis,Other sites of candidiasis,B37.89,B378
B379,,"Candidiasis, unspecified","Candidiasis, unspecified",B37.9,B37
B38,,Coccidioidomycosis,Coccidioidomycosis,B38,
B471,,Actinomycetoma,Actinomycetoma,B47.1,B47
B479,,"Mycetoma, unspecified","Mycetoma, unspecified",B47.9,B47
B5882,,Toxoplasma myositis,Toxoplasma myositis,B58.82,B588
B700,,Diphyllobothriasis,Diphyllobothriasis,B70.0,B70
B701,,Sparganosis,Sparganosis,B70.1,B70
Y041,,Assault by human bite,Assault by human bite,Y04.1,Y04
B71,,Other cestode infections,Other cestode infections,B71,
B710,,Hymenolepiasis,Hymenolepiasis,B71.0,B71
B711,,Dipylidiasis,Dipylidiasis,B71.1,B71
B8782,,Intestinal myiasis,Intestinal myiasis,B87.82,B878
B8789,,Myiasis of other sites,Myiasis of other sites,B87.89,B878
B879,,"Myiasis, unspecified","Myiasis, unspecified",B87.9,B87
B88,,Other infestations,Other infestations,B88,
B880,,Other acariasis,Other acariasis,B88.0,B88
B881,,Tungiasis [sandflea infestation],Tungiasis [sandflea infestation],B88.1,B88
B882,,Other arthropod infestations,Other arthropod infestations,B88.2,B88
B883,,External hirudiniasis,External hirudiniasis,B88.3,B88
B888,,Other specified infestations,Other specified infestations,B88.8,B88
Z708,,Other sex counseling,Other sex counseling,Z70.8,Z70
B889,,"Infestation, unspecified","Infestation, unspecified",B88.9,B88
A055,,Foodborne Vibrio vulnificus intoxication,Foodborne Vibrio vulnificus intoxication,A05.5,A05
A058,,Other specified bacterial foodborne intoxications,Other specified bacterial foodborne intoxications,A05.8,A05
A059,,"Bacterial foodborne intoxication, unspecified","Bacterial foodborne intoxication, unspecified",A05.9,A05
A06,,Amebiasis,Amebiasis,A06,
A060,,Acute amebic dysentery,Acute amebic dysentery,A06.0,A06
A061,,Chronic intestinal amebiasis,Chronic intestinal amebiasis,A06.1,A06
A062,,Amebic nondysenteric colitis,Amebic nondysenteric colitis,A06.2,A06
A063,,Ameboma of intestine,Ameboma of intestine,A06.3,A06
A064,,Amebic liver abscess,Amebic liver abscess,A06.4,A06
A065,,Amebic lung abscess,Amebic lung abscess,A06.5,A06
A066,,Amebic brain abscess,Amebic brain abscess,A06.6,A06
A067,,Cutaneous amebiasis,Cutaneous amebiasis,A06.7,A06
A068,,Amebic infection of other sites,Amebic infection of other sites,A06.8,A06
A0681,,Amebic cystitis,Amebic cystitis,A06.81,A068
A0682,,Other amebic genitourinary infections,Other amebic genitourinary infections,A06.82,A068
A0689,,Other amebic infections,Other amebic infections,A06.89,A068
A07,,Other protozoal intestinal diseases,Other protozoal intestinal diseases,A07,
A070,,Balantidiasis,Balantidiasis,A07.0,A07
A071,,Giardiasis [lambliasis],Giardiasis [lambliasis],A07.1,A07
A072,,Cryptosporidiosis,Cryptosporidiosis,A07.2,A07
A073,,Isosporiasis,Isosporiasis,A07.3,A07
A074,,Cyclosporiasis,Cyclosporiasis,A07.4,A07
A078,,Other specified protozoal intestinal diseases,Other specified protozoal intestinal diseases,A07.8,A07
M202,,Hallux rigidus,Hallux rigidus,M20.2,M20
A079,,"Protozoal intestinal disease, unspecified","Protozoal intestinal disease, unspecified",A07.9,A07
A08,,Viral and other specified intestinal infections,Viral and other specified intestinal infections,A08,
A080,,Rotaviral enteritis,Rotaviral enteritis,A08.0,A08
A081,,Acute gastrent d/t Norwalk agent and oth small round viruses,Acute gastroenteropathy due to Norwalk agent and other small round viruses,A08.1,A08
